

1	Es	Es	PPER	es	nom|sg|neut|3	EP	2
17	Feuer	Feuer	NN	Feuer	dat|sg|neut	NK	15
18	dergestalten	dergestalten	ADJA	dergestalten	_	MO	19
19	umgeben	umgeben	VVINF	umgeben	_	OC	13
20	,	,	$,	,	_	--	19
21	daß	daß	KOUS	daß	_	CP	24
22	es	es	PPER	es	nom|sg|neut|3	SB	24
23	unmoͤglich	unmöglich	ADJD	unmöglich	pos	PD	24
24	ware	wäre	VAFIN	sein	sg|3|past|subj	OC	19
25	,	,	$,	,	_	--	24
26	sie	sie	PPER	Sie	acc|pl|*|3	OA	28
27	zu	zu	PTKZU	zu	_	PM	28
28	retten	retten	VVINF	retten	_	RE	22
29	,	,	$,	,	_	--	28
30	und	und	KON	und	_	CD	24
31	mußte	mußte	VMFIN	müssen	sg|3|past|ind	CJ	30
32	also	also	ADV	also	_	MO	31
33	dieses	dieses	PDAT	dies	acc|sg|neut	NK	35
34	alte	alte	ADJA	alt	acc|sg|neut|pos	NK	35
35	Ehe-Paar	Ehe-Paar	NN	Ehe-Paar	acc|sg|neut	OA	41
36	in	in	APPR	in	_	MO	41
37	den	den	ART	d	dat|pl|fem	NK	38
38	Flammen	Flammen	NN	Flamme	dat|pl|fem	NK	36
39	seinen	seinen	PPOSAT	sein	acc|sg|masc	NK	40
40	Geist	Geist	NN	Geist	acc|sg|masc	OA	41
41	aufgeben	aufgeben	VVINF	aufgeben	_	OC	31
42	.	.	SENT	.	_	--	41

1	Auf	Auf	APPR	auf	_	MO	4
2	fleißiges	fleißiges	ADJA	fleißig	acc|sg|neut|pos	NK	3
3	Nachsuchen	Nachsuchen	NN	Nachsuchen	acc|sg|neut	NK	1
4	fande	Fande	VVFIN	finden	*|*|*	CJ	20
5	man	man	PIS	man	nom|sg|*	SB	20
6	ihre	ihre	PPOSAT	ihr	acc|pl|masc	NK	7
7	Leiber	Leiber	NN	Leib	acc|pl|masc	OA	19
8	unter	unter	APPR	unter	_	MNR	7
9	dem	dem	ART	d	dat|sg|masc	NK	10
10	Schutt	Schutt	NN	Schutt	dat|sg|masc	NK	8
11	wieder	wieder	ADV	wieder	_	MO	19
12	,	,	$,	,	_	--	11
13	welche	welche	PRELS	welch	nom|pl|fem	NK	28
14	vom	vom	APPRART	vom	dat|sg|neut	SBP	19
15	Feuer	Feuer	NN	Feuer	dat|sg|neut	NK	14
16	noch	noch	ADV	noch	_	MO	17
17	nicht	nicht	PTKNEG	nicht	_	NG	19
18	voͤllig	völlig	ADJD	völlig	pos	MO	19
19	verzehret	verzehret	VVPP	verzehren	_	PD	20
20	waren	waren	VAFIN	sein	pl|3|past|ind	CC	38
21	,	,	$,	,	_	--	20
22	und	und	KON	und	_	CD	20
23	da	da	KOUS	da	_	CP	29
24	man	man	PIS	man	nom|sg|*	SB	29
25	just	just	NE	Just	_	MO	29
26	eine	eine	ART	ein	acc|sg|fem	NK	28
27	andere	andere	ADJA	ander	acc|sg|fem|pos	NK	28
28	Leiche	Leiche	NN	Leiche	acc|sg|fem	OA	29
29	hatte	hatte	VAFIN	haben	sg|3|past|ind	CJ	22
30	,	,	$,	,	_	--	29
31	welche	welche	PRELS	welch	nom|pl|fem	SB	36
32	vor	vor	APPR	vor	_	MO	35
33	dem	dem	ART	d	dat|sg|masc	NK	34
34	Brand	Brand	NN	Brand	dat|sg|masc	NK	32
35	verstorben	verstorben	VVPP	versterben	_	OC	36
36	ware	wäre	VAFIN	sein	sg|3|past|subj	RC	28
37	,	,	$,	,	_	--	36
38	so	so	ADV	so	_	MO	46
39	wurden	wurden	VAFIN	werden	pl|3|past|ind	--	0
40	diese	diese	PDAT	dies	nom|pl|masc	NK	42
41	beyde	beide	ADJA	beide	nom|pl|masc	NK	42
42	Verungluͤckte	Verunglückte	NN	Verunglückte	nom|pl|masc	SB	39
43	in	in	APPR	in	_	MO	46
44	selbigen	selbigen	ADJA	selbig	acc|sg|masc|pos	NK	45
45	Sarg	Sarg	NN	Sarg	acc|sg|masc	NK	43
46	gelegt	gelegt	VVPP	legen	_	OC	39
47	,	,	$,	,	_	--	46
48	und	und	KON	und	_	CD	39
49	des	des	ART	d	gen|sg|masc	NK	51
50	andern	anderen	ADJA	ander	gen|sg|masc|pos	NK	51
51	Tages	Tages	NN	Tag	gen|sg|masc	MO	53
52	zugleich	zugleich	ADV	zugleich	_	MO	53
53	begraben	begraben	VVPP	begraben	_	CJ	48
54	.	.	SENT	.	_	--	53

1	Ohngefehr	Ungefähr	NN	Ungefähr	nom|sg|neut	NK	3
2	3.	3.	CARD	@ord@	_	MO	1
3	Stunden	Stunden	NN	Stunde	acc|pl|fem	MO	23
4	darauf	darauf	PAV	darauf	_	MNR	3
5	fande	Fande	VVFIN	finden	acc|sg|fem	NK	3
6	man	man	PIS	man	nom|sg|*	SB	22
7	erst	erst	ADV	erst	_	MO	8
8	noch	noch	ADV	noch	_	CD	3
9	die	die	ART	d	acc|pl|neut	NK	10
10	Beine	Beine	NN	Bein	acc|pl|neut	CJ	8
11	der	der	ART	d	gen|sg|fem	NK	13
12	verbrannten	verbrannten	ADJA	verbrannt	gen|pl|fem|pos	NK	13
13	Frauen	Frauen	NN	Frau	gen|pl|fem	AG	10
14	,	,	$,	,	_	--	13
15	welche	welche	PRELS	welch	nom|pl|fem	SB	17
16	vermuthlich	vermutlich	ADV	vermutlich	_	MO	17
17	durch	durch	APPR	durch	_	MNR	10
18	die	die	ART	d	acc|sg|fem	NK	21
19	herunter	herunter	ADV	herunter	acc|sg|fem|comp	NK	21
20	gestuͤrtzte	gestürzte	ADJA	gestürzt	nom|pl|fem|pos	NK	21
21	Balcken	Balken	NN	Balken	acc|pl|fem	NK	17
22	muͤssen	müssen	VMFIN	müssen	pl|3|pres|ind	--	0
23	abgeschlagen	abgeschlagen	VVPP	abschlagen	_	OC	24
24	worden	worden	VAPP	werden	_	OC	25
25	seyn	sein	VAINF	sein	_	OC	22
26	;	;	SENT	;	_	--	25

1	diese	diese	PDS	dies	nom|pl|*	SB	2
2	wurden	wurden	VAFIN	werden	pl|3|past|ind	--	0
3	hierauf	hierauf	PAV	hierauf	_	MO	7
4	in	in	APPR	in	_	MO	7
5	ein	ein	ART	ein	acc|sg|neut	NK	6
6	Kistlein	Kistlein	NE	Kistlein	acc|sg|neut	NK	4
7	gelegt	gelegt	VVPP	legen	_	OC	2
8	,	,	$,	,	_	--	7
9	und	und	KON	und	_	CD	2
10	noch	noch	ADV	noch	_	MO	11
11	selbigen	selbigen	ADJA	selbig	gen|sg|masc|pos	NK	12
12	Tages	Tages	NN	Tag	gen|sg|masc	MO	14
13	ebenfalls	ebenfalls	ADV	ebenfalls	_	MO	14
14	begraben	begraben	VVPP	begraben	_	CJ	9
15	.	.	SENT	.	_	--	14

1	Ubrigens	übrigens	ADV	übrigens	_	MO	2
2	kan	kann	VMFIN	können	sg|3|pres|ind	--	0
3	man	man	PIS	man	nom|sg|*	SB	2
4	das	das	ART	d	acc|sg|neut	NK	5
5	Jammern	Jammern	NN	jammern	acc|sg|neut	OA	12
6	und	und	KON	und	_	CD	5
7	Weheklagen	Weheklagen	NN	Weheklagen	acc|pl|fem	CJ	6
8	der	der	ART	d	gen|pl|masc	NK	9
9	Einwohner	Einwohner	NN	Einwohner	gen|pl|masc	AG	5
10	nicht	nicht	PTKNEG	nicht	_	NG	2
11	genug	genug	ADV	genug	_	MO	10
12	beschreiben	beschreiben	VVINF	beschreiben	_	OC	2
13	.	.	SENT	.	_	--	12

1	Ein	Ein	ART	ein	nom|sg|masc	NK	2
2	jeder	jeder	PIS	jed	nom|sg|masc	SB	3
3	beklaget	beklagt	VVFIN	beklagen	sg|3|pres|ind	--	0
4	seinen	seinen	PPOSAT	sein	acc|sg|masc	NK	5
5	Verlust	Verlust	NN	Verlust	acc|sg|masc	OA	3
6	,	,	$,	,	_	--	5
7	und	und	KON	und	_	CD	3
8	gewiß	gewiß	ADJD	gewiß	_	MO	16
9	haben	haben	VAFIN	haben	pl|3|pres|ind	CJ	7
10	die	die	ART	d	nom|pl|*	NK	11
11	meiste	meiste	PIS	viel	nom|pl|*	SB	9
12	wenig	wenig	ADV	wenig	*|*|*	OA	16
13	von	von	APPR	von	_	PG	12
14	ihrem	ihrem	PPOSAT	ihr	dat|sg|neut	NK	15
15	Vermoͤgen	Vermögen	NN	Vermögen	dat|sg|neut	NK	13
16	gerettet	gerettet	VVPP	retten	_	OC	9
17	.	.	SENT	.	_	--	16

1	Ober-Rheinstrohm	Ober-Rheinstrohm	NE	Ober-Rheinstrohm	nom|sg|masc	--	0
2	vom	vom	APPRART	vom	dat|sg|masc	MNR	1
3	13.	13.	CARD	@ord@	dat|sg|masc|pos	NK	4
4	Weinm.	Weinmonat	NN	Weinmonat	dat|sg|masc	NK	2

1	Aus	Aus	APPR	aus	_	MO	21
2	Anlaß	Anlaß	NN	Anlaß	dat|sg|masc	NK	1
3	der	der	ART	d	gen|sg|fem	NK	11
4	unlaͤngst	unlängst	ADV	unlängst	_	MO	8
5	in	in	APPR	in	_	MO	8
6	denen	denen	ART	d	dat|pl|fem|pos	NK	7
7	Zeitungen	Zeitungen	NN	Zeitung	dat|pl|fem	NK	5
8	gemeldten	gemählten	ADJA	gemählten	dat|sg|masc|pos	NK	11
9	2.	2.	CARD	@ord@	dat|sg|masc|pos	NK	11
10	wundersamen	wundersamen	ADJA	wundersamen	nom|pl|masc|pos	NK	11
11	Dingen	Dingen	NN	Ding	dat|pl|neut	AG	2
12	,	,	$,	,	_	--	11
13	daß	daß	KOUS	daß	_	CP	16
14	nemlich	nämlich	ADV	nämlich	_	MO	21
15	die	die	ART	d	nom|pl|*	NK	16
16	Schiffleute	Schiffleute	NN	Schiffleute	nom|pl|*	CJ	39
17	in	in	APPR	in	_	MNR	16
18	Norrwegen	Norwegen	NE	Norwegen	dat|sg|neut	NK	17
19	ein	ein	ART	ein	acc|sg|neut	NK	20
20	Meer-Weib	Meer-Weib	NN	Meer-Weib	acc|sg|neut	OA	21
21	gefangen	gefangen	VVPP	fangen	_	PAR	16
22	,	,	$,	,	_	--	21
23	und	und	KON	und	_	CD	39
24	in	in	APPR	in	_	MO	27
25	Franckreich	Frankreich	NE	Frankreich	dat|sg|neut	NK	24
26	dem	dem	ART	d	dat|sg|masc	NK	27
27	Herrn	Herrn	NN	Herr	dat|sg|masc	CJ	23
28	von	von	APPR	von	_	PG	27
29	Poinsabre	Poinsabre	NE	Poinsabre	dat|sg|neut	NK	28
30	ein	ein	ART	ein	acc|sg|neut	NK	31
31	Stuͤck	Stück	NN	Stück	acc|sg|neut	SB	39
32	Bley	Blei	NN	Blei	nom|sg|neut	NK	31
33	in	in	APPR	in	_	MNR	31
34	der	der	ART	d	dat|sg|fem	NK	35
35	Blase	Blase	NN	Blase	dat|sg|fem	NK	33
36	ohne	ohne	APPR	ohne	_	MNR	31
37	einige	einige	PIAT	einig	acc|pl|masc	NK	38
38	Hitze	Hitze	NN	Hitze	dat|sg|fem	NK	36
39	seye	sei	VAFIN	sein	sg|3|pres|subj	--	0
40	zerschmoltzen	zerschmolzen	VVPP	zerschmolzen	_	OC	41
41	worden	worden	VAPP	werden	_	OC	39
42	,	,	$,	,	_	--	41
43	welche	welche	PRELS	welch	nom|pl|masc	SB	70
44	beyde	beide	PIAT	beide	nom|pl|masc	NK	45
45	Dinge	Dinge	NN	Ding	nom|pl|neut	SB	56
46	aber	aber	ADV	aber	_	MO	55
47	fuͤr	für	APPR	für	_	MO	55
48	etwas	etwas	PIAT	etwas	*|*|*	MO	49
49	unglaͤubliches	unglaubliches	ADJA	unglaublich	acc|sg|neut|pos	NK	47
50	oder	oder	KON	oder	_	CD	49
51	unmoͤgliches	unmögliches	ADJA	unmögliches	nom|sg|neut|pos	CJ	50
52	von	von	APPR	von	_	SBP	55
53	denen	denen	ART	d	dat|pl|masc	NK	54
54	Menschen	Menschen	NN	Mensch	dat|pl|masc	NK	52
55	gehalten	gehalten	VVPP	halten	_	OC	56
56	wird	wird	VAFIN	werden	sg|3|pres|ind	RC	20
57	;	;	SENT	;	_	--	56
58	hat	hat	VAFIN	haben	sg|3|pres|ind	RC	53
59	eine	eine	ART	ein	nom|sg|fem	NK	61
60	gelehrte	gelehrte	ADJA	gelehrt	nom|sg|fem|pos	NK	61
61	Feder	Feder	NN	Feder	nom|sg|fem	SB	58
62	ihre	ihre	PPOSAT	ihr	acc|pl|fem	NK	63
63	Gedancken	Gedanken	NN	Gedanke	acc|pl|masc	OA	69
64	hieruͤber	hierüber	PAV	hierüber	_	MO	69
65	in	in	APPR	in	_	MO	68
66	folgenden	folgenden	ADJA	folgend	dat|pl|fem|pos	NK	67
67	Zeilen	Zeilen	NN	Zeile	dat|pl|fem	NK	65
68	walten	walten	VVINF	walten	_	OC	69
69	lassen	lassen	VVINF	lassen	_	OC	70
70	wollen	wollen	VMFIN	wollen	pl|3|pres|ind	OC	58
71	,	,	$,	,	_	--	70
72	wann	wann	KOUS	wann	_	MO	79
73	dieselbe	dieselbe	PDS	derselbe	nom|sg|fem	SB	79
74	an	an	APPR	an	_	MO	79
75	einen	einen	ART	ein	acc|sg|masc	NK	77
76	guten	guten	ADJA	gut	acc|sg|masc|pos	NK	77
77	Freund	Freund	NN	Freund	acc|sg|masc	NK	74
78	also	also	ADV	also	_	MO	79
79	schreibet	schreibet	VVFIN	schreiben	sg|3|pres|ind	MO	58
80	:	:	SENT	:	_	--	79

