

1	LXXIIX	LXXIIX	NE	LXXIIX	nom|sg|neut	--	0
41	Weißheit	Weisheit	NN	Weisheit	gen|sg|fem	AG	39
42	durchs	durchs	APPRART	durchs	acc|sg|neut	MNR	41
43	Gebet	Gebet	NN	Gebet	acc|sg|neut	NK	42
44	/	/	$,	/	_	--	43
45	welchen	welchen	PRELS	welch	dat|pl|neut	SB	55
46	andere	andere	PIS	ander	nom|pl|*	OA	54
47	mit	mit	APPR	mit	_	MO	31
48	vielen	vielen	PIAT	viel	dat|pl|fem	NK	49
49	Wachen	Wachen	NN	Wachen	dat|pl|fem	NK	47
50	un̄	un	KON	und	_	MNR	49
51	Studiren	Studieren	NN	Studieren	dat|pl|neut	NK	50
52	zu	zu	APPO	zu	_	MO	54
53	wegen	wegen	APPO	wegen	_	MO	52
54	gebracht	gebracht	VVPP	bringen	_	OC	55
55	haben	haben	VAINF	haben	_	RC	39
56	:	:	SENT	:	_	--	55

1	Darumb	Darum	PAV	darum	_	MO	2
2	muß	muß	VMFIN	müssen	sg|3|pres|ind	--	0
3	man	man	PIS	man	nom|sg|*	SB	2
4	sich	sich	PRF	er|es|sie	dat|sg|3	DA	12
5	offt	oft	ADV	oft	_	MO	2
6	der	der	ART	d	dat|sg|fem	NK	8
7	weisen	weisen	NN	Waise	dat|sg|fem|pos	NK	8
8	Antwort	Antwort	NN	Antwort	dat|sg|fem	DA	12
9	ungelehrter	ungelehrter	ADJA	ungelehrter	nom|sg|masc|pos	NK	10
10	Herrn	Herrn	NN	Herr	gen|sg|masc	AG	8
11	sehr	sehr	ADV	sehr	_	MO	12
12	verwundern	verwundern	VVINF	verwundern	_	OC	2
13	/	/	$,	/	_	--	12
14	daß	daß	KOUS	daß	_	CP	15
15	macht	macht	VVFIN	machen	sg|3|pres|ind	RE	23
16	/	/	$,	/	_	--	15
17	weil	weil	KOUS	weil	_	CP	21
18	sie	sie	PPER	Sie	nom|pl|*|3	SB	21
19	im	im	APPRART	im	dat|sg|masc	MO	21
20	Ambte	Amte	NN	Amt	dat|sg|neut	NK	19
21	sind	sind	VAFIN	sein	pl|3|pres|ind	MO	15
22	/	/	$,	/	_	--	21
23	so	so	ADV	so	_	MO	24
24	weissagen	weissagen	VVFIN	weissagen	pl|3|pres|ind	MO	2
25	sie	sie	PPER	Sie	nom|pl|*|3	SB	24
26	offt	oft	ADV	oft	_	MO	24
27	wie	wie	KOKOM	wie	_	CM	28
28	Caiphas	Kaiphas	NN	Kaiphas	gen|sg|neut	CC	23
29	.	.	SENT	.	_	--	28

1	Weil	Weil	KOUS	weil	_	CP	8
2	aber	aber	ADV	aber	_	MO	8
3	GOTT	Gott	NE	Gott	nom|sg|masc	SB	8
4	nicht	nicht	PTKNEG	nicht	_	NG	8
5	allezeit	allezeit	ADV	allezeit	_	MO	7
6	Wunder	Wunder	NN	Wunder	acc|sg|neut	OA	7
7	thun	tun	VVINF	tun	_	OC	8
8	wil	will	VMFIN	wollen	sg|3|pres|ind	RE	10
9	/	/	$,	/	_	--	8
10	so	so	ADV	so	_	MO	11
11	muͤssen	müssen	VMFIN	müssen	pl|3|pres|ind	--	0
12	sie	sie	PPER	Sie	nom|pl|*|3	SB	11
13	auch	auch	ADV	auch	_	MO	15
14	kluge	kluge	ADJA	klug	nom|pl|*|pos	NK	15
15	Leute	Leute	NN	Leute	nom|pl|*	SB	11
16	zu	zu	APPR	zu	_	MO	18
17	Rath	Rat	NN	Rat	dat|sg|masc	NK	16
18	ziehen	ziehen	VVINF	ziehen	_	OC	11
19	und	und	KON	und	_	CD	18
20	die	die	ART	d	acc|sg|fem	NK	21
21	Weißheit	Weisheit	NN	Weisheit	nom|sg|fem	OA	25
22	der	der	ART	d	gen|pl|*	NK	23
23	Alten	Alten	NN	Alte	gen|pl|*	AG	21
24	nicht	nicht	PTKNEG	nicht	_	NG	25
25	verachten	verachten	VVFIN	verachten	_	CJ	19
26	/	/	$,	/	_	--	25
27	sonderlich	sonderlich	ADJD	sonderlich	pos	MO	32
28	diejenigen	diejenigen	PDS	derjenige	nom|pl|*	OA	32
29	zu	zu	APPR	zu	_	MO	32
30	offentlichen	öffentlichen	ADJA	öffentlich	dat|pl|masc|pos	NK	31
31	Ehren-Aemptern	Ehren-Aemptern	NN	Ehren-Aemptern	dat|pl|masc	NK	29
32	ziehen	ziehen	VVINF	ziehen	_	CJ	25
33	/	/	$,	/	_	--	32
34	in	in	APPR	in	_	MO	37
35	welchen	welchen	PRELS	welch	dat|pl|neut	NK	34
36	sie	sie	PPER	Sie	nom|pl|*|3	SB	37
37	sehen	sehen	VVINF	sehen	_	CJ	32
38	/	/	$,	/	_	--	37
39	daß	daß	KOUS	daß	_	CP	43
40	die	die	ART	d	nom|sg|fem	NK	41
41	Weißheit	Weisheit	NN	Weisheit	nom|sg|fem	SB	43
42	Gottes	Gottes	NE	Gott	gen|sg|masc	AG	41
43	ist	ist	VAFIN	sein	sg|3|pres|ind	OC	37
44	/	/	$,	/	_	--	43
45	die	die	PRELS	d	nom|sg|fem	SB	43
46	ein	ein	ART	ein	nom|sg|masc	NK	48
47	stattlich	stattlich	ADJA	stattlich	pos	NK	48
48	Judicium	Judicium	FM	judicium	nom|sg|neut	PD	43
49	,	,	$,	,	_	--	48
50	scharffe	scharfe	ADJA	scharf	nom|sg|masc|pos	NK	51
51	Gedaͤchtnuͤß	Gedächtnüß	NN	Gedächtnüß	nom|sg|masc	CJ	48
52	und	und	KON	und	_	CD	51
53	reiffe	Reife	NN	reife	nom|sg|masc|pos	CJ	52
54	Experientz	Experientz	NN	Experientz	nom|sg|masc	NK	53
55	haben	haben	VAFIN	haben	pl|3|pres|ind	CJ	11
56	/	/	$,	/	_	--	55
57	welche	welche	PRELS	welch	acc|pl|neut	NK	58
58	Stuͤcke	Stücke	NN	Stück	acc|pl|neut	OA	71
59	weil	weil	KOUS	weil	_	CP	63
60	sie	sie	PPER	Sie	nom|pl|*|3	SB	63
61	selten	selten	ADJD	selten	pos	MO	63
62	beysammen	beisammen	ADV	beisammen	_	MO	63
63	seyn	sein	VAINF	sein	_	MO	43
64	/	/	$,	/	_	--	63
65	als	als	KOKOM	als	_	MO	71
66	Gottes	Gottes	NE	Gott	gen|sg|masc	AG	67
67	Gaben	Gaben	NN	Gabe	nom|pl|fem	NK	65
68	in	in	APPR	in	_	MNR	67
69	Leuten	Leuten	NN	Leute	dat|pl|*	NK	68
70	zu	zu	PTKZU	zu	_	PM	71
71	admiriren	admirieren	VVINF	admirieren	_	OC	55
72	,	,	$,	,	_	--	71
73	und	und	KON	und	_	CD	55
74	solche	solche	PIS	solch	nom|pl|*	NK	79
75	wie	wie	KOKOM	wie	_	CM	76
76	billich	billig	ADJD	billig	pos	CC	62
77	andern	anderen	ADJA	ander	dat|pl|neut|pos	NK	79
78	ungeschickten	ungeschickten	ADJA	ungeschickt	dat|pl|neut|pos	NK	79
79	Idioten	Idioten	NN	Idiot	gen|sg|masc	CJ	89
80	weit	weit	ADJD	weit	pos	MO	81
81	vorzuziehen	vorzuziehen	VVIZU	vorziehen	_	PD	79
82	/	/	$,	/	_	--	81
83	und	und	KON	und	_	CD	89
84	mit	mit	APPR	mit	_	MO	88
85	gebuͤhrlichen	gebührlichen	ADJA	gebührlich	dat|pl|fem|pos	NK	86
86	Solarien	Solarien	NN	Solarien	dat|pl|fem	NK	84
87	zu	zu	PTKZU	zu	_	PM	88
88	unterhalten	unterhalten	VVINF	unterhalten	_	OC	89
89	sind	sind	VAFIN	sein	pl|3|pres|ind	CJ	73
90	.	.	SENT	.	_	--	89

1	Alsden̄	Alsden	ADV	Alsden	_	OC	2
2	wird	wird	VAFIN	werden	sg|3|pres|ind	--	0
3	es	es	PPER	es	nom|sg|neut|3	EP	2
4	erst	erst	ADV	erst	_	MO	6
5	recht	Recht	NN	Recht	dat|sg|neut	OA	6
6	wolstehen	wolstehen	ADJD	wolstehen	_	OC	2
7	umb	um	APPR	um	_	OP	6
8	das	das	ART	d	acc|sg|neut	NK	10
9	gemeine	gemeine	ADJA	gemein	acc|sg|neut|pos	NK	10
10	Wesen	Wesen	NN	Wesen	acc|sg|neut	NK	7
11	/	/	$,	/	_	--	10
12	wenn	wenn	KOUS	wenn	_	CP	43
13	es	es	PPER	es	nom|sg|neut|3	SB	43
14	entweder	entweder	KON	entweder	_	CD	17
15	von	von	APPR	von	_	MO	17
16	Klugen	Klugen	NN	Klugen	dat|pl|fem	NK	15
17	erfahrnen	erfahrenen	ADJA	erfahren	_	RE	13
18	und	und	KON	und	_	CD	17
19	gelehrten	gelehrten	ADJA	gelehrt	dat|pl|*|pos	NK	20
20	Leuten	Leuten	NN	Leute	dat|pl|*	DA	31
21	selbst	selbst	PRF	selbst	_	MNR	20
22	/	/	$,	/	_	--	21
23	oder	oder	KON	oder	_	CD	15
24	je	je	ADV	je	_	MO	25
25	von	von	APPR	von	_	CJ	23
26	solchen	solchen	PIAT	solch	dat|pl|fem	NK	25
27	/	/	$,	/	_	--	26
28	die	die	ART	d	nom|sg|fem	NK	30
29	gelehrte	gelehrte	ADJA	gelehrt	nom|sg|fem|pos	NK	30
30	Leute	Leute	NN	Leute	nom|pl|*	SB	31
31	lieben	lieben	VVINF	lieben	_	CJ	18
32	/	/	$,	/	_	--	31
33	ehren	ehren	VVINF	ehren	_	OA	34
34	befoͤrdern	befördern	VVINF	befördern	_	CJ	31
35	/	/	$,	/	_	--	34
36	und	und	KON	und	_	CD	34
37	ihnen	ihnen	PPER	sie	dat|pl|*|3	DA	38
38	wissen	wissen	VVINF	wissen	_	CJ	36
39	zu	zu	PTKZU	zu	_	PM	40
40	folgen	folgen	VVINF	folgen	_	OC	38
41	/	/	$,	/	_	--	40
42	regieret	regieret	VVFIN	regieren	_	OC	43
43	wird	wird	NE	Wirt	sg|3|pres|ind	MO	6
44	.	.	SENT	.	_	--	43

1	LXXX	LXXX	NE	LXXX	nom|sg|*	--	0
2	.	.	SENT	.	_	--	1

1	Gewalt	Gewalt	NN	Gewalt	nom|sg|fem	--	0
2	wieder	wieder	APPR	wider	_	MO	1
3	Gewalt	Gewalt	NN	Gewalt	acc|sg|fem	PD	1
4	.	.	SENT	.	_	--	3

1	Erlaͤuterung	Erläuterung	NN	Erläuterung	nom|sg|fem	--	0
2	.	.	SENT	.	_	--	1

1	WIeder	wieder	ADV	wieder	_	MO	5
2	unbillichen	unbilllichen	ADJA	unbilllichen	gen|sg|fem|pos	NK	3
3	Gewalt	Gewalt	NN	Gewalt	gen|sg|fem	SB	5
4	/	/	$,	/	_	--	3
5	darff	darf	VMFIN	dürfen	sg|3|pres|ind	--	0
6	man	man	PIS	man	nom|sg|*	SB	5
7	sich	sich	PRF	er|es|sie	acc|sg|3	OA	9
8	wol	wohl	ADV	wohl	_	MO	5
9	schuͤtzen	schützen	VVINF	schützen	_	OC	5
10	/	/	$,	/	_	--	9
11	und	und	KON	und	_	CD	5
12	ist	ist	VAFIN	sein	sg|3|pres|ind	CJ	11
13	solcher	solcher	PIAT	solch	nom|sg|masc	NK	14
14	Schutz	Schutz	NN	Schutz	nom|sg|masc	SB	12
15	und	und	KON	und	_	CD	14
16	Abtreibung	Abtreibung	NN	Abtreibung	acc|sg|fem	CJ	15
17	des	des	ART	d	gen|sg|neut	NK	19
18	unbillichen	unbilllichen	ADJA	unbilllichen	gen|sg|neut|pos	NK	19
19	Gewalts	Gewalt	NN	Gewalt	gen|sg|neut	AG	14
20	nicht	nicht	PTKNEG	nicht	_	NG	28
21	vor	vor	APPR	vor	_	MO	28
22	eine	eine	ART	ein	acc|sg|fem	NK	24
23	verbottene	verbotene	ADJA	verboten	acc|sg|fem|pos	NK	24
24	Rachgier	Rachgier	NN	Rachgier	acc|sg|fem	NK	21
25	oder	oder	KON	oder	_	CD	24
26	Ungedult	Ungeduld	NN	Ungeduld	acc|sg|fem	CJ	25
27	zu	zu	PTKZU	zu	_	PM	28
28	halten	halten	VVINF	halten	_	OC	12
29	/	/	$,	/	_	--	28
30	sondern	sondern	KON	sondern	_	CD	21
31	vor	vor	APPR	vor	_	CJ	30
32	eine	eine	ART	ein	acc|sg|fem	NK	34
33	offentliche	öffentliche	ADJA	öffentlich	acc|sg|fem|pos	NK	34
34	Bestraffung	Bestraffung	NN	Bestraffung	acc|sg|fem	NK	31
35	der	der	ART	d	gen|pl|masc	NK	37
36	schaͤndlichen	schändlichen	ADJA	schändlich	gen|pl|masc|pos	NK	37
37	Friedestoͤrer	Friedestörer	NN	Friedestörer	gen|pl|masc	AG	34
38	/	/	$,	/	_	--	37
39	und	und	KON	und	_	CD	31
40	vor	vor	APPR	vor	_	CJ	39
41	eine	eine	ART	ein	acc|sg|fem	NK	43
42	erlaubte	erlaubte	VVFIN	erlauben	acc|sg|fem|pos	NK	43
43	Beschuͤtzung	Beschützung	NN	Beschützung	acc|sg|fem	NK	40
44	der	der	ART	d	gen|pl|fem	NK	45
45	Unterthanen	Untertanen	NN	Untertan	gen|pl|fem	AG	43
46	,	,	$,	,	_	--	45
47	dazu	dazu	PAV	dazu	_	OP	52
48	alle	alle	PIAT	all	nom|pl|fem	NK	49
49	Regenten	Regenten	NN	Regent	nom|pl|masc	SB	53
50	mit	mit	APPR	mit	_	OP	52
51	Ayde	Aide	NN	Eid	dat|sg|fem	NK	50
52	verbunden	verbunden	VVPP	verbinden	_	PD	53
53	sind	sind	VAFIN	sein	pl|3|pres|ind	RC	43
54	/	/	$,	/	_	--	53
55	als	als	KOKOM	als	_	CM	56
56	die	die	ART	d	nom|pl|masc	APP	43
57	ihr	ihr	PPOSAT	ihr	acc|sg|neut	NK	58
58	Leben	Leben	NN	Leben	acc|sg|neut	OA	63
59	auch	auch	ADV	auch	_	MO	60
60	fuͤr	für	APPR	für	_	MO	63
61	ihre	ihre	PPOSAT	ihr	acc|pl|fem	NK	62
62	Unterthanen	Untertanen	NN	Untertan	acc|pl|*	NK	60
63	wagen	wagen	VVINF	wagen	_	OC	72
64	/	/	$,	/	_	--	63
65	und	und	KON	und	_	CD	63
66	mit	mit	APPR	mit	_	MO	71
67	Koͤnig	König	NN	König	nom|sg|masc	NK	66
68	Alphonso	Alphonso	NE	Alphonso	nom|sg|masc	NK	67
69	diß	dies	PDAT	dies	acc|sg|neut	OA	71
70	Symbolum	Symbolum	NN	Symbolum	acc|sg|neut	NK	55
71	fuͤhren	führen	VVINF	führen	_	CJ	65
72	sollen	sollen	VMFIN	sollen	_	RC	56
73	:	:	SENT	:	_	--	72

1	Pro	Pro	NE	Pro	_	--	0
2	Lege	Lege	VVFIN	legen	nom|sg|masc	NK	1
3	&amp;	&amp;	KON	&amp;	nom|sg|masc	NK	2
4	pro	pro	APPR	pro	_	MNR	2
5	Grege	Grege	NN	Grege	acc|sg|fem	NK	4
6	.	.	SENT	.	_	--	5

1	Es	Es	PPER	es	nom|sg|neut|3	SB	2
2	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
3	ein	ein	ART	ein	nom|sg|masc	NK	5
4	boͤser	böser	ADJA	böse	nom|sg|masc|pos	NK	5
5	Hirte	Hirte	NN	Hirte	nom|sg|masc	PD	2
6	der	der	ART	d	nom|sg|masc	NK	13
7	seine	seine	PPOSAT	sein	nom|sg|masc|pos	NK	8
8	Schaͤfflein	Schäflein	NN	Schäflein	nom|sg|masc	OA	12
9	zusehend	zusehend	ADJD	zusehend	pos	MO	12
10	den	den	ART	d	acc|sg|masc	NK	11
11	Wolff	Wolff	NE	Wolff	acc|sg|masc	OA	12
12	fressen	fressen	VVINF	fressen	_	RE	1
13	laͤsset	lässt	VVFIN	lassen	_	AG	5
14	/	/	$,	/	_	--	13
15	solche	solche	PIAT	solch	acc|pl|masc	NK	16
16	Kriege	Kriege	NN	Krieg	acc|pl|masc	OA	17
17	hat	hat	VAFIN	haben	sg|3|pres|ind	RS	106
18	GOTT	Gott	NE	Gott	acc|sg|masc	OA	20
19	selber	selber	PRF	selber	_	MO	20
20	befohlen	befohlen	VVPP	befehlen	_	OC	17
21	/	/	$,	/	_	--	20
22	und	und	KON	und	_	CD	17
23	mit	mit	APPR	mit	_	MO	25
24	Siegen	Siegen	NN	siegen	dat|sg|neut	NK	23
25	gekroͤnet	gekrönt	VVPP	gekrönt	_	PD	28
26	/	/	$,	/	_	--	25
27	auch	auch	ADV	auch	_	MO	28
28	sind	sind	VAFIN	sein	pl|3|pres|ind	CJ	22
29	die	die	ART	d	nom|pl|fem	NK	31
30	rechtmaͤssigen	rechtmässigen	ADJA	rechtmässigen	nom|pl|*|pos	NK	31
31	Duella	Duella	NN	Duella	nom|sg|fem	SB	28
32	oder	oder	KON	oder	_	CD	31
33	Zweykaͤmpffte	Zweykämpffte	VVFIN	Zweykämpffte	nom|pl|fem	CJ	32
34	an	an	APPR	an	_	MO	28
35	sich	sich	PRF	er|es|sie	acc|pl|3	NK	34
36	nicht	nicht	PTKNEG	nicht	_	NG	28
37	verbotten	verboten	VVPP	verbieten	_	PD	28
38	/	/	$,	/	_	--	37
39	wenn	wenn	KOUS	wenn	_	CP	50
40	sie	sie	PPER	Sie	nom|sg|fem|3	SB	50
41	auß	aus	APPR	aus	_	MO	49
42	rechtmaͤssigē	rechtmässige	ADJA	rechtmässige	acc|pl|fem|pos	NK	43
43	Ursachen	Ursachen	NN	Ursache	acc|pl|fem	NK	41
44	vor	vor	APPR	vor	_	MO	49
45	un̄	un	KON	und	_	NK	44
46	an	an	APPR	an	_	MO	49
47	die	die	ART	d	acc|sg|fem	NK	48
48	Hand	Hand	NN	Hand	acc|sg|fem	NK	46
49	genom̄en	genommen	VVPP	nehmen	_	OC	50
50	werdē	werde	VAFIN	werden	sg|3|pres|subj	MO	106
51	/	/	$,	/	_	--	50
52	nemlich	nämlich	ADV	nämlich	_	MO	62
53	/	/	$,	/	_	--	52
54	deßwegen	deswegen	PAV	deswegen	_	MO	62
55	/	/	$,	/	_	--	54
56	damit	damit	KOUS	damit	_	CP	72
57	das	das	ART	d	nom|sg|neut	NK	58
58	Kriegs-Heer	Kriegs-Heer	NN	Kriegs-Heer	nom|sg|neut	SB	62
59	viel	viel	PIAT	viel	*|*|*	NK	61
60	vergiessendes	vergießendes	ADJA	vergießendes	nom|sg|neut|pos	NK	61
61	Blut	Blut	NN	Blut	nom|sg|neut	OA	62
62	verhindert	verhindert	VVPP	verhindern	_	OC	50
63	/	/	$,	/	_	--	62
64	und	und	KON	und	_	CD	50
65	der	der	ART	d	nom|sg|masc	NK	66
66	Streit	Streit	NN	Streit	nom|sg|masc	SB	72
67	bloß	bloß	ADJD	bloß	_	MO	71
68	auff	auf	APPR	auf	_	MO	71
69	zwey	zwei	CARD	zwei	_	NK	70
70	Menschen	Menschen	NN	Mensch	dat|pl|masc	NK	68
71	gesetzet	gesetzt	VVPP	setzen	_	OC	72
72	werde	werde	VAFIN	werden	sg|3|pres|subj	CJ	64
73	/	/	$,	/	_	--	72
74	die	die	PRELS	d	nom|sg|fem	SB	77
75	sich	sich	PRF	er|es|sie	acc|pl|3	OA	77
76	tapffer	tapfer	ADJD	tapfer	pos	MO	77
77	halten	halten	VVINF	halten	_	RC	70
78	/	/	$,	/	_	--	77
79	und	und	KON	und	_	CD	77
80	dadurch	dadurch	PAV	dadurch	_	MO	83
81	den	den	ART	d	acc|sg|masc	NK	82
82	Frieden	Frieden	NN	Frieden	acc|sg|masc	OA	83
83	erhalten	erhalten	VVPP	erhalten	_	CJ	79
84	/	/	$,	/	_	--	83
85	wie	wie	KOUS	wie	_	CM	88
86	vormahls	vormals	ADV	vormals	_	MO	88
87	solche	solche	PIAT	solch	nom|pl|masc	NK	88
88	Zweykaͤmpe	Zweikämme	NN	Zweikämme	nom|pl|masc	MO	91
89	zum	zum	APPRART	zum	dat|sg|neut	MNR	88
90	oͤfftern	Öfteern	NN	Öfteern	dat|sg|neut	NK	89
91	beliebet	beliebet	ADJD	beliebt	_	OC	92
92	werden	werden	VAINF	werden	_	OC	72
93	/	/	$,	/	_	--	92
94	als	als	KOKOM	als	_	CM	95
95	zusehen	zusehen	VVINF	zusehen	pos	CC	87
96	am	am	APPRART	am	dat|sg|neut	MO	106
97	David	David	NE	David	dat|sg|neut	NK	96
98	und	und	KON	und	_	CD	96
99	am	am	APPRART	am	dat|sg|masc	CJ	98
100	Riesen	Riesen	NN	Riese	dat|sg|masc	NK	99
101	Goliath	Goliath	NE	Goliath	nom|sg|neut	NK	100
102	/	/	$,	/	_	--	101
103	wie	wie	KOUS	wie	_	CD	100
104	auch	auch	ADV	auch	_	MO	105
105	Sleidanus	Sleidanus	NE	Sleidanus	nom|sg|*	CJ	103
106	meldet	meldet	VVFIN	melden	sg|3|pres|ind	OC	13
107	Lit.	Lit.	FM	Lit.	dat|sg|*	SB	106
108	6.	6.	CARD	@ord@	_	MO	106
109	vom	vom	APPRART	vom	dat|sg|masc	MO	106
110	Kayser	Kaiser	NN	Kaiser	dat|sg|masc	NK	109
111	Carl	Carl	NE	Carl	nom|sg|masc	NK	110
112	dem	dem	ART	d	dat|sg|masc	NK	113
113	V.	V.	CARD	5	dat|sg|neut	DA	106

1	Da	Da	ADV	da	_	CP	43
2	Koͤnig	König	NN	König	nom|sg|masc	SB	43
3	Franciscus	Franciscus	NE	Franciscus	nom|sg|masc	NK	2
4	auß	aus	APPR	aus	_	MNR	2
5	Franckreich	Frankreich	NE	Frankreich	dat|sg|neut	NK	4
6	dem	dem	ART	d	dat|sg|masc	NK	7
7	Carolo	Karolus	NN	Karolus	dat|sg|masc	DA	11
8	V.	V.	CARD	5	nom|sg|masc	PNC	9
9	An.	An.	FM	anno	nom|sg|masc	NK	7
10	1525.	1525.	CARD	@ord@	_	PNC	9
11	uͤberwunden	überwunden	VVPP	überwinden	_	OC	43
12	und	und	KON	und	_	CD	11
13	auff	auf	APPR	auf	_	MO	17
14	gewisse	gewisse	ADJA	gewiß	acc|pl|fem|pos	NK	15
15	Conditionen	Konditionen	NN	Kondition	acc|pl|fem	NK	13
16	loß	los	PTKVZ	los	_	MO	17
17	gelassen	gelassen	VVPP	lassen	pos	CJ	12
18	/	/	$,	/	_	--	17
19	aber	aber	KON	aber	_	MO	28
20	nach	nach	APPR	nach	_	MO	28
21	Erledigung	Erledigung	NN	Erledigung	dat|sg|fem	NK	20
22	der	der	ART	d	gen|sg|fem	NK	23
23	Verstrickung	Verstrickung	NN	Verstrickung	gen|sg|fem	AG	21
24	/	/	$,	/	_	--	23
25	die	die	ART	d	acc|pl|fem	NK	26
26	Conditionen	Konditionen	NN	Kondition	acc|pl|fem	OA	28
27	nicht	nicht	PTKNEG	nicht	_	NG	29
28	halten	halten	VVINF	halten	_	OC	29
29	wollen	wollen	VMFIN	wollen	_	MO	106
30	/	/	$,	/	_	--	29
31	ob	ob	KOUS	ob	_	CP	43
32	er	er	PPER	er	nom|sg|masc|3	SB	43
33	wol	wohl	ADV	wohl	_	MO	42
34	Carolo	Karolus	NN	Karolus	gen|sg|masc	OA	42
35	zu	zu	APPR	zu	_	MNR	34
36	Geisselen	Geisselen	ADJA	Geisselen	dat|pl|neut	NK	35
37	zween	zween	CARD	zwei	pl|3|pres|ind	MO	42
38	seiner	seiner	PPOSAT	sein	dat|sg|fem	NK	39
39	Soͤhne	Söhne	NN	Sohn	nom|pl|masc	OA	42
40	in	in	APPR	in	_	MO	42
41	Hispanien	Hispanien	NE	Hispanien	dat|sg|neut	NK	40
42	geschicket	geschickt	VVPP	geschickt	_	OC	43
43	hatte	hatte	VAFIN	haben	sg|3|past|ind	MO	45
44	/	/	$,	/	_	--	43
45	schrieb	schrieb	VVFIN	schreiben	sg|3|past|ind	--	0
46	er	er	PPER	er	nom|sg|masc|3	SB	45
47	Carolo	Karolus	NN	Karolus	acc|sg|masc	OA	45
48	zu	zu	PTKVZ	zu	_	SVP	45
49	/	/	$,	/	_	--	48
50	und	und	KON	und	_	CD	45
51	ließ	ließ	VVFIN	lassen	sg|3|past|ind	CJ	50
52	ihm	ihm	PPER	er	dat|sg|masc|3	DA	51
53	ein	ein	ART	ein	acc|sg|neut	NK	54
54	Duell	Duell	NN	Duell	acc|sg|neut	OA	57
55	oder	oder	KON	oder	_	CD	54
56	Zweykaͤmpff	Zweykämpff	NN	Zweykämpff	acc|sg|masc	CJ	55
57	nam	nahm	VVFIN	nehmen	sg|3|past|ind	CJ	51
58	Carolus	Carolus	NE	Carolus	nom|sg|*	SB	57
59	großmuͤthiglich	großmütig	ADJD	großmütig	pos	MO	57
60	an	an	PTKVZ	an	_	SVP	57
61	/	/	$,	/	_	--	60
62	schickte	schickte	VVFIN	schicken	sg|3|past|ind	MO	69
63	dem	dem	ART	d	dat|sg|masc	NK	64
64	Frantzosen	Franzosen	NN	Franzose	dat|sg|masc	DA	62
65	seinen	seinen	PPOSAT	sein	acc|sg|masc	NK	66
66	Herold	Herold	NN	Herold	acc|sg|masc	OA	62
67	zu	zu	PTKVZ	zu	_	SVP	62
68	/	/	$,	/	_	--	67
69	ernannte	ernannte	VVFIN	ernennen	sg|3|past|ind	CJ	57
70	ihm	ihm	PPER	er	dat|sg|masc|3	DA	69
71	eine	eine	ART	ein	nom|sg|fem	NK	72
72	Platz	Platz	NN	Platz	acc|sg|masc	SB	69
73	/	/	$,	/	_	--	72
74	da	da	KOUS	da	_	CP	79
75	sie	sie	PPER	Sie	nom|pl|*|3	SB	79
76	den	den	ART	d	acc|sg|masc	NK	77
77	Kampff	Kampf	NN	Kampf	acc|sg|masc	OA	78
78	halten	halten	VVINF	halten	_	OC	79
79	wolten	wollten	VMFIN	wollen	pl|3|past|ind	MO	81
80	/	/	$,	/	_	--	79
81	vermeldet	vermeldet	VVPP	vermelden	sg|3|pres|ind	CJ	69
82	ihm	ihm	PPER	er	dat|sg|masc|3	DA	81
83	solches	solches	PIS	solch	acc|sg|neut	NK	93
84	durch	durch	APPR	durch	_	MO	81
85	seinen	seinen	PPOSAT	sein	acc|sg|masc	NK	86
86	Herold	Herold	NN	Herold	acc|sg|masc	NK	84
87	/	/	$,	/	_	--	86
88	der	der	PRELS	d	nom|sg|masc	NK	99
89	dem	dem	ART	d	dat|sg|masc	NK	90
90	Koͤnige	Könige	NN	König	dat|sg|masc	DA	98
91	des	des	ART	d	gen|sg|masc	NK	92
92	Caroli	Caroli	NE	Caroli	gen|sg|masc	AG	90
93	Brieffe	Briefe	NN	Brief	acc|pl|masc	OA	98
94	selber	selber	PRF	selber	_	MNR	93
95	in	in	APPR	in	_	MO	98
96	die	die	ART	d	acc|pl|fem	NK	97
97	Haͤnde	Hände	NN	Hand	acc|pl|fem	NK	95
98	geben	geben	VVINF	geben	_	OC	99
99	muͤssen	müssen	VMFIN	müssen	_	RC	77
100	/	/	$,	/	_	--	99
101	aber	aber	KON	aber	_	MO	106
102	Koͤnig	König	NN	König	nom|sg|masc	SB	109
103	Frantz/	Frantz/	NE	Frantz/	nom|sg|masc	NK	102
104	der	der	ART	d	nom|sg|masc	NK	105
105	Carolum	Carollump	NE	Carollump	nom|sg|masc	SB	107
106	außgefodert	außgefodert	VVPP	außgefodert	_	OC	107
107	hatte	hatte	VAFIN	haben	sg|3|past|ind	RC	102
108	/	/	$,	/	_	--	107
109	wolte	wollte	VMFIN	wollen	sg|3|past|ind	MO	99
110	nicht	nicht	PTKNEG	nicht	_	NG	109
111	Fuß	Fuß	NN	Fuß	acc|sg|masc	OA	112
112	halten	halten	VVINF	halten	_	OC	109
113	/	/	$,	/	_	--	112
114	und	und	KON	und	_	CD	112
115	die	die	ART	d	acc|pl|masc	NK	116
116	Brieffe	Briefe	NN	Brief	acc|pl|masc	OA	120
117	weder	weder	KON	weder	_	CD	118
118	lesen	lesen	NN	Lesen	pl|3|pres|ind	OC	111
119	noch	noch	ADV	noch	_	MO	118
