

1	III.	III.	CARD	3	*|*|*	PNC	2
12	Seele	Seele	NN	Seele	dat|sg|fem	NK	10
13	/	/	$,	/	_	--	12
14	so	so	ADV	so	_	MO	20
15	/	/	$,	/	_	--	14
16	daß	daß	KOUS	daß	_	CP	20
17	sie	sie	PPER	Sie	nom|pl|*|3	SB	20
18	in	in	APPR	in	_	MO	20
19	sich	sich	PRF	er|es|sie	dat|sg|3	NK	18
20	gehet	gehet	VVFIN	gehen	sg|3|pres|ind	PAR	12
21	und	und	KON	und	_	CD	20
22	sich	sich	PRF	er|es|sie	acc|sg|3	OA	31
23	vor	vor	APPR	vor	_	MO	31
24	dem	dem	ART	d	dat|sg|masc	NK	25
25	HErrn	Herrn	NN	Herr	dat|sg|masc	NK	23
26	/	/	$,	/	_	--	25
27	dem	dem	ART	d	dat|sg|masc	NK	28
28	Allgegenwaͤrtigen	Allgegenwärtigen	ADJA	Allgegenwärtigen	dat|sg|masc	DA	31
29	/	/	$,	/	_	--	28
30	zu	zu	PTKZU	zu	_	PM	31
31	foͤrchten	förchten	VVINF	fürchten	_	OC	32
32	anfaͤngt	anfängt	VVFIN	anfangen	sg|3|pres|ind	CJ	21
33	/	/	$,	/	_	--	32
34	da	da	KOUS	da	_	CP	40
35	sie	sie	PPER	Sie	nom|pl|*|3	SB	40
36	es	es	PPER	es	acc|sg|neut|3	OA	40
37	am	am	PTKA	am	_	PM	38
38	wenigsten	wenigsten	ADV	wenig	sup	MO	40
39	sich	sich	PRF	er|es|sie	acc|pl|3	OA	40
40	versehen	versehen	VVPP	versehen	_	MO	32
41	/	/	$,	/	_	--	40
42	und	und	KON	und	_	CD	40
43	da	da	ADV	da	_	MO	47
44	auch	auch	ADV	auch	_	MO	46
45	andere	andere	ADJA	ander	acc|pl|fem|pos	NK	46
46	Frommen	Frommen	NN	Fromme	acc|pl|fem	OA	47
47	vermeinet	vermeinet	VVFIN	vermeinen	sg|3|pres|ind	CJ	42
48	/	/	$,	/	_	--	47
49	der	der	ART	d	nom|sg|masc	NK	51
50	besondere	besondere	ADJA	besonder	nom|sg|masc|pos	NK	51
51	Liebes-Zug	Liebes-Zug	NN	Liebes-Zug	nom|sg|masc	SB	55
52	der	der	ART	d	gen|sg|fem	NK	54
53	Goͤttlichen	Göttlichen	ADJA	göttlich	gen|sg|fem|pos	NK	54
54	Weißheit	Weisheit	NN	Weisheit	gen|sg|fem	AG	51
55	waͤre	wäre	VAFIN	sein	sg|3|past|subj	OC	47
56	noch	noch	ADV	noch	_	MO	57
57	weit	weit	ADJD	weit	pos	MO	64
58	zuruͤck	zurück	PTKVZ	zurück	_	MO	64
59	und	und	KON	und	_	CD	58
60	auff	auf	APPR	auf	_	CJ	59
61	eine	eine	ART	ein	acc|sg|fem	NK	63
62	bequemere	bequemere	ADJA	bequem	acc|sg|fem|comp	NK	63
63	Zeit	Zeit	NN	Zeit	acc|sg|fem	NK	60
64	auffgeschoben	aufgeschoben	VVPP	aufschieben	_	PD	65
65	gewesen	gewesen	VAPP	sein	_	OC	55
66	;	;	SENT	;	_	--	65

1	GOtt	Gott	NE	Gott	nom|sg|masc	SB	2
2	verzeucht	verzeucht	VVFIN	verzeucht	sg|3|pres|ind	RE	10
3	seinen	seinen	PPOSAT	sein	acc|sg|masc	NK	5
4	besonderen	besonderen	ADJA	besonder	acc|sg|masc|pos	NK	5
5	Zug	Zug	NN	Zug	acc|sg|masc	OA	2
6	an	an	APPR	an	_	MNR	5
7	mancher	mancher	PIAT	manch	dat|sg|fem	NK	8
8	Seele	Seele	NN	Seele	dat|sg|fem	NK	6
9	/	/	$,	/	_	--	8
10	das	das	PDS	d	nom|sg|neut	SB	11
11	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
12	wahr	wahr	ADJD	wahr	pos	PD	11
13	;	;	SENT	;	_	--	12

1	gleichwie	gleichwie	ADV	gleichwie	_	MO	4
2	aber	aber	ADV	aber	_	MO	1
3	unsere	unsere	PPOSAT	unser	nom|pl|masc	NK	4
4	Wege	Wege	NN	Weg	nom|pl|masc	SB	6
5	nicht	nicht	PTKNEG	nicht	_	NG	8
6	sind	sind	VAFIN	sein	pl|3|pres|ind	--	0
7	SEINE	Seine	PPOSAT	sein	nom|pl|masc	NK	8
8	Wege	Wege	NN	Weg	nom|pl|masc	SB	6
9	/	/	$,	/	_	--	8
10	also	also	ADV	also	_	MO	6
11	ist	ist	VAFIN	sein	sg|3|pres|ind	CJ	6
12	auch	auch	ADV	auch	_	MO	14
13	unser	unser	PPOSAT	unser	nom|sg|neut	NK	14
14	Verziehen	Verziehen	VVIMP	verzeihen	nom|sg|neut	SB	11
15	nicht	nicht	PTKNEG	nicht	_	NG	11
16	SEIN	sein	PPOSAT	sein	nom|sg|neut	NK	17
17	Verziehen	Verziehen	VVIMP	verzeihen	nom|sg|neut	PD	11
18	:	:	SENT	:	_	--	17

1	Doch	Doch	ADV	doch	_	JU	2
2	werde	werde	VAFIN	werden	sg|3|pres|subj	--	0
3	niemand	niemand	PIS	niemand	nom|sg|masc	SB	2
4	deswegen	deswegen	PAV	deswegen	_	MO	2
5	vermessen	vermessen	VVINF	vermessen	_	PD	2
6	oder	oder	KON	oder	_	CD	5
7	sicher	sicher	ADJD	sicher	pos	CJ	6
8	;	;	SENT	;	_	--	7

1	dann	dann	ADV	dann	_	MO	9
2	die	die	ART	d	nom|sg|fem	NK	4
3	Goͤttliche	Göttliche	ADJA	göttlich	nom|sg|fem|pos	NK	4
4	Weißheit	Weisheit	NN	Weisheit	nom|sg|fem	SB	9
5	/	/	$,	/	_	--	4
6	die	die	PRELS	d	nom|sg|fem	NK	8
7	voller	voller	ADJD	voll	nom|sg|fem|pos	NK	8
8	Barmhertzigkeit	Barmherzigkeit	NN	Barmherzigkeit	nom|sg|fem	SB	9
9	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
10	/	/	$,	/	_	--	9
11	die	die	PRELS	d	nom|sg|fem	SB	12
12	ist	ist	VAFIN	sein	sg|3|pres|ind	CJ	9
13	auch	auch	ADV	auch	_	MO	12
14	heilig	heilig	ADJD	heilig	pos	PD	12
15	und	und	KON	und	_	CD	14
16	gerecht	gerecht	ADJD	rechen	pos	CJ	15
17	.	.	SENT	.	_	--	16

1	Anbey	anbei	PAV	anbei	_	MO	10
2	haben	haben	VAFIN	haben	pl|3|pres|ind	--	0
3	diejenige	diejenige	PDS	derjenige	nom|pl|*	SB	2
4	/	/	$,	/	_	--	3
5	die	die	PRELS	d	acc|sg|fem	AG	13
6	der	der	ART	d	gen|sg|fem	NK	7
7	HErr	Herr	NN	Herr	nom|sg|masc	SB	11
8	zu	zu	APPR	zu	_	MO	10
9	sich	sich	PRF	er|es|sie	dat|sg|3	NK	8
10	gezogen	gezogen	VVPP	ziehen	_	OC	11
11	hat	hat	VAFIN	haben	sg|3|pres|ind	RC	5
12	/	/	$,	/	_	--	11
13	Ursach	Ursache	NN	Ursache	acc|sg|fem	OA	26
14	/	/	$,	/	_	--	13
15	fuͤr	für	APPR	für	_	MNR	13
16	andere	andere	PIS	ander	acc|pl|*	NK	15
17	/	/	$,	/	_	--	16
18	die	die	PRELS	d	acc|pl|fem	SB	23
19	noch	noch	ADV	noch	_	MO	23
20	in	in	APPR	in	_	MO	23
21	ihrem	ihrem	PPOSAT	ihr	dat|sg|neut	NK	22
22	Blut	Blut	NN	Blut	dat|sg|neut	NK	20
23	liegen	liegen	VVFIN	liegen	_	RC	16
24	/	/	$,	/	_	--	23
25	zu	zu	PTKZU	zu	_	PM	26
26	seufftzen	seufzen	VVINF	seufzen	_	OC	2
27	/	/	$,	/	_	--	26
28	und	und	KON	und	_	CD	26
29	sie	sie	PPER	Sie	acc|pl|fem|3	OA	36
30	mit	mit	APPR	mit	_	MO	36
31	grosser	großer	ADJA	groß	dat|sg|fem|pos	NK	32
32	Gedult	Geduld	NN	Geduld	dat|sg|fem	NK	30
33	und	und	KON	und	_	CD	32
34	Langmuht	Langmut	NN	Langmut	dat|sg|fem	CJ	33
35	zu	zu	PTKZU	zu	_	PM	36
36	tragen	tragen	VVINF	tragen	_	CJ	28
37	;	;	SENT	;	_	--	36

1	vielleicht	vielleicht	ADV	vielleicht	_	MO	2
2	thut	tut	VVFIN	tun	sg|3|pres|ind	--	0
3	der	der	ART	d	nom|sg|masc	NK	4
4	HErr	Herr	NN	Herr	nom|sg|masc	SB	2
5	auch	auch	ADV	auch	_	MO	7
6	die	die	ART	d	acc|sg|fem	NK	7
7	Gnade	Gnade	NN	Gnade	acc|sg|fem	OA	2
8	an	an	APPR	an	_	MNR	7
9	einem	einem	ART	ein	dat|sg|neut	NK	12
10	andern	anderen	PIS	ander	dat|sg|masc|pos	NK	12
11	/	/	$,	/	_	--	10
12	heut	heut	ADV	heute	_	NK	8
13	/	/	$,	/	_	--	12
14	morgen	morgen	ADV	morgen	_	MNR	12
15	oder	oder	KON	oder	_	CD	14
16	uͤbermorgen	übermorgen	ADV	übermorgen	_	CJ	15
17	/	/	$,	/	_	--	16
18	die	die	PRELS	d	acc|sg|fem	OA	22
19	er	er	PPER	er	nom|sg|masc|3	SB	23
20	dir	dir	PPER	du	dat|sg|*|2	DA	22
21	gestern	gestern	ADV	gestern	_	MO	22
22	gethan	getan	VVPP	tun	_	OC	23
23	hat	hat	VAFIN	haben	sg|3|pres|ind	RC	7
24	;	;	SENT	;	_	--	23

1	Ach	Ach	ITJ	ach	_	NK	0
2	!	!	SENT	!	_	--	0

1	ja	ja	ITJ	ja	_	--	0
2	;	;	SENT	;	_	--	1

1	es	es	PPER	es	nom|sg|neut|3	SB	2
2	scheinet	scheinet	VVFIN	scheinen	sg|3|pres|ind	--	0
3	offt	oft	ADV	oft	_	MO	2
4	/	/	$,	/	_	--	3
5	der	der	ART	d	nom|sg|masc	NK	6
6	Baumeister	Baumeister	NN	Baumeister	nom|sg|masc	SB	7
7	habe	habe	VAFIN	haben	sg|3|pres|subj	OC	2
8	einen	einen	ART	ein	acc|sg|masc	NK	9
9	Stein	Stein	NN	Stein	acc|sg|masc	OA	10
10	weggeworffen	weggeworfen	VVPP	wegwerfen	_	OC	7
11	;	;	SENT	;	_	--	10

1	gleichwohl	gleichwohl	ADV	gleichwohl	_	MO	2
2	kommt	kommt	VVFIN	kommen	sg|3|pres|ind	--	0
3	eine	eine	ART	ein	nom|sg|fem	NK	4
4	Zeit	Zeit	NN	Zeit	acc|sg|fem	SB	2
5	/	/	$,	/	_	--	4
6	da	da	ADV	da	_	MO	7
7	holet	holet	ADJD	holet	sg|3|pres|ind	CJ	2
8	er	er	PPER	er	nom|sg|masc|3	SB	7
9	ihn	ihn	PPER	er	acc|sg|masc|3	OA	7
10	wieder	wieder	ADV	wieder	_	MO	7
11	/	/	$,	/	_	--	10
12	und	und	KON	und	_	CD	7
13	braucht	braucht	VVFIN	brauchen	sg|3|pres|ind	CJ	12
14	ihn	ihn	PPER	er	acc|sg|masc|3	OA	13
15	doch	doch	ADV	doch	_	MO	13
16	zum	zum	APPRART	zum	dat|sg|masc	CVC	2
17	Bau	Bau	NN	Bau	dat|sg|masc	NK	16
18	.	.	SENT	.	_	--	17

1	Und	Und	KON	und	_	JU	4
2	wie	wie	KOUS	wie	_	CM	3
3	manchmahl	manchmal	ADV	manchmal	_	MO	4
4	bilden	bilden	VVINF	bilden	pl|1|pres|ind	--	0
5	wir	wir	PPER	wir	nom|pl|*|1	SB	4
6	uns	uns	PRF	wir	acc|pl|1	OA	4
7	ein	ein	PTKVZ	ein	_	SVP	4
8	/	/	$,	/	_	--	7
9	wann	wann	KOUS	wann	_	MO	18
10	diese	diese	PDAT	dies	nom|sg|fem	NK	13
11	oder	oder	KON	oder	_	CD	10
12	jene	jene	PDAT	jen	acc|sg|fem	CJ	11
13	Seele	Seele	NN	Seele	acc|sg|fem	SB	18
14	in	in	APPR	in	_	MO	18
15	ihrer	ihrer	PPOSAT	ihr	dat|sg|fem	NK	16
16	Sicherheit	Sicherheit	NN	Sicherheit	dat|sg|fem	NK	14
17	noch	noch	ADV	noch	_	MO	18
18	liegt	liegt	VVFIN	liegen	sg|3|pres|ind	OC	4
19	/	/	$,	/	_	--	18
20	und	und	KON	und	_	CD	18
21	nach	nach	APPR	nach	_	MO	33
22	ihren	ihren	PPOSAT	ihr	dat|pl|neut	NK	24
23	alten	alten	ADJA	alt	dat|pl|fem|pos	NK	24
24	Gewohnheiten	Gewohnheiten	NN	Gewohnheit	dat|pl|fem	NK	21
25	einhergehet	einhergehet	VVFIN	einhergehet	pos	MO	28
26	/	/	$,	/	_	--	25
27	sie	sie	PPER	Sie	nom|sg|fem|3	SB	28
28	sey	sei	VAFIN	sein	sg|3|pres|subj	CJ	20
29	wohl	wohl	ADV	wohl	_	MO	33
30	gar	gar	ADV	gar	_	MO	33
31	vom	vom	APPRART	vom	dat|sg|masc	SBP	33
32	HErrn	Herrn	NN	Herr	dat|sg|masc	NK	31
33	verstossen	verstoßen	VVPP	verstoßen	_	OC	28
34	?	?	SENT	?	_	--	33

1	Und	Und	KON	und	_	CD	2
2	siehe	siehe	VVIMP	sehen	sg|2|imp	--	0
3	;	;	SENT	;	_	--	2

1	ohnverhofft	ohnverhofft	ADV	ohnverhofft	pos	MO	2
2	kommt	kommt	VVFIN	kommen	sg|3|pres|ind	--	0
3	eine	eine	ART	ein	nom|sg|fem	NK	4
4	Stunde	Stunde	NN	Stunde	nom|sg|fem	SB	2
5	/	/	$,	/	_	--	4
6	da	da	KOUS	da	_	CP	10
7	der	der	ART	d	nom|sg|masc	NK	9
8	Goͤttliche	Göttliche	ADJA	göttlich	nom|sg|masc|pos	NK	9
9	Zug	Zug	NN	Zug	nom|sg|masc	SB	10
10	anschlaͤgt	anschlägt	VVFIN	anschlägt	sg|3|pres|ind	MO	2
11	/	/	$,	/	_	--	10
12	daß	daß	KOUS	daß	_	CP	18
13	wir	wir	PPER	wir	nom|pl|*|1	SB	18
14	uns	uns	PRF	wir	acc|pl|1	OA	15
15	verwunden	verwunden	VVPP	verwinden	_	OC	18
16	und	und	KON	und	_	CD	15
17	sagen	sagen	VVINF	sagen	_	CJ	16
18	muͤssen	müssen	VMFIN	müssen	_	OC	10
19	:	:	SENT	:	_	--	18

1	Wie	Wie	PWAV	wie	_	PD	2
2	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
3	das	das	PDS	d	nom|sg|neut	SB	2
4	?	?	SENT	?	_	--	3

1	Ist	Ist	VAFIN	sein	sg|3|pres|ind	--	0
2	der	der	ART	d	nom|sg|masc	NK	3
3	Mensch	Mensch	NN	Mensch	nom|sg|masc	SB	1
4	so	so	ADV	so	_	MO	7
5	auff	auf	APPR	auf	_	MO	7
6	einmahl	einmal	ADV	einmal	_	NK	5
7	geaͤndert	geändert	VVPP	ändern	_	OC	1
8	?	?	SENT	?	_	--	7

1	Uber	Uber	APPR	über	_	MO	3
2	das	das	PDS	d	acc|sg|neut	NK	1
3	fuͤhret	führt	VVFIN	führen	sg|3|pres|ind	--	0
4	auch	auch	ADV	auch	_	MO	6
5	die	die	ART	d	nom|sg|fem	NK	6
6	Weißheit	Weisheit	NN	Weisheit	nom|sg|fem	SB	3
7	GOttes	Gottes	NE	Gott	gen|sg|masc	AG	6
8	manche	manche	PIAT	manch	nom|sg|fem	NK	9
9	Seele	Seele	NN	Seele	acc|sg|fem	SB	3
10	/	/	$,	/	_	--	9
11	die	die	PRELS	d	nom|sg|fem	SB	13
12	nicht	nicht	PTKNEG	nicht	_	NG	13
13	weiß	weiß	VVFIN	wissen	sg|3|pres|ind	RC	9
14	/	/	$,	/	_	--	13
15	wie	wie	KOUS	wie	_	CM	17
16	ihr	ihr	PPER	Ihr	nom|sg|neut	NK	17
17	geschicht	Geschichte	VVFIN	geschehen	nom|sg|fem	MO	23
18	/	/	$,	/	_	--	17
19	in	in	APPR	in	_	MO	23
20	eine	eine	ART	ein	acc|sg|fem	NK	21
21	Stille	Stille	NN	Stille	acc|sg|fem	NK	19
22	/	/	$,	/	_	--	21
23	bringt	bringt	VVFIN	bringen	sg|3|pres|ind	PAR	9
24	sie	sie	PPER	Sie	nom|sg|fem|3	OA	23
25	heimlich	heimlich	ADJD	heimlich	pos	MO	23
26	zu	zu	APPR	zu	_	MO	23
27	guten	guten	ADJA	gut	dat|pl|masc|pos	NK	28
28	Gedancken	Gedanken	NN	Gedanke	dat|pl|masc	NK	26
29	/	/	$,	/	_	--	28
30	und	und	KON	und	_	CD	3
31	sucht	sucht	VVFIN	suchen	sg|3|pres|ind	CJ	30
32	sie	sie	PPER	Sie	nom|sg|fem|3	SB	31
33	mit	mit	APPR	mit	_	MO	31
34	suͤssem	süßem	ADJA	süß	dat|sg|neut|pos	NK	35
35	Einsprechen	Einsprechen	NN	Einsprechen	dat|sg|neut	NK	33
36	und	und	KON	und	_	CD	35
37	Empfindungen	Empfindungen	NN	Empfindung	nom|pl|fem	CJ	36
38	zu	zu	APPR	zu	_	MO	41
39	sich	sich	PRF	er|es|sie	dat|sg|3	NK	38
40	zu	zu	PTKZU	zu	_	PM	41
41	ziehen	ziehen	VVINF	ziehen	_	OC	31
42	;	;	SENT	;	_	--	41

1	dabey	dabei	KOUS	dabei	_	MO	3
2	ich	ich	PPER	ich	nom|sg|*|1	SB	4
3	sagen	sagen	VVINF	sagen	_	OC	4
4	moͤchte	möchte	VMFIN	mögen	sg|1|pres|ind	--	0
5	/	/	$,	/	_	--	4
6	die	die	ART	d	nom|sg|fem	NK	8
7	himmlische	himmlische	ADJA	himmlisch	nom|sg|fem|pos	NK	8
8	Weißheit	Weisheit	NN	Weisheit	nom|sg|fem	SB	9
9	habe	habe	VAFIN	haben	sg|3|pres|subj	OC	3
10	auch	auch	ADV	auch	_	MO	20
11	ihre	ihre	PPOSAT	ihr	acc|sg|fem	NK	15
12	heilige	heilige	ADJA	heilig	acc|sg|fem|pos	NK	15
13	und	und	KON	und	_	CD	12
14	unschuldige	unschuldige	ADJA	unschuldig	acc|sg|fem|pos	CJ	13
15	Kuͤnste	Künste	NN	Kunst	acc|pl|fem	OA	20
16	/	/	$,	/	_	--	15
17	die	die	ART	d	acc|sg|fem	NK	18
18	Seele	Seele	NN	Seele	acc|sg|fem	OA	39
19	zu	zu	PTKZU	zu	_	PM	20
20	bereden	bereden	VVINF	bereden	_	OC	9
21	/	/	$,	/	_	--	20
22	biß	bis	KOUS	bis	_	CP	24
23	sie	sie	PPER	Sie	nom|pl|*|3	SB	24
24	gefangen	gefangen	ADJD	gefangen	_	MO	20
25	/	/	$,	/	_	--	24
26	(	(	$(	(	_	--	25
27	O	O	ITJ	O	_	NK	29
28	seligstes	seligstes	ADJA	seligstes	nom|sg|neut|sup	NK	29
29	Gefangen-seyn	Gefangen-seyn	NN	Gefangen-seyn	nom|sg|neut	CJ	32
30	!	!	SENT	!	_	--	29
31	)	)	$)	)	_	--	30
32	und	und	KON	und	_	CD	20
33	unter	unter	APPR	unter	_	MO	39
34	das	das	ART	d	acc|sg|neut	NK	35
35	Joch	Joch	NN	Joch	acc|sg|neut	NK	33
36	des	des	ART	d	gen|sg|masc	NK	37
37	HErrn	Herrn	NN	Herr	gen|sg|masc	AG	35
38	JEsu	JEsu	NE	Jesus	nom|sg|masc	NK	37
39	gebracht	gebracht	VVPP	bringen	_	OC	41
40	zu	zu	PTKZU	zu	_	PM	41
41	werden	werden	VAINF	werden	_	CJ	32
42	.	.	SENT	.	_	--	41

1	Wiederum	Wiederum	ADV	wiederum	_	MO	2
2	pflegt	pflegt	VVFIN	pflegen	sg|3|pres|ind	--	0
3	die	die	ART	d	nom|sg|fem	NK	5
4	ewige	ewige	ADJA	ewig	nom|sg|fem|pos	NK	5
5	Weißheit	Weisheit	NN	Weisheit	nom|sg|fem	SB	2
6	andere	andere	ADJA	ander	acc|pl|fem|pos	NK	7
7	Seelen	Seelen	NN	Seele	acc|pl|fem	OA	13
8	mit	mit	APPR	mit	_	MO	13
9	vielen	vielen	PIAT	viel	dat|pl|fem	NK	11
10	aͤusserlichen	äußerlichen	ADJA	äußerlich	dat|pl|neut|pos	NK	11
11	Wohlthaten	Wohltaten	NN	Wohltat	dat|pl|neut	NK	8
12	zu	zu	PTKZU	zu	_	PM	13
13	uͤberschuͤtten	überschütten	VVINF	überschütten	_	OC	2
14	/	/	$,	/	_	--	13
15	aus	aus	APPR	aus	_	MO	29
16	keiner	keiner	PIAT	kein	dat|sg|fem	NK	18
17	andern	anderen	ADJA	ander	dat|sg|fem|pos	NK	18
18	Absicht	Absicht	NN	Absicht	dat|sg|fem	NK	15
19	/	/	$,	/	_	--	18
20	als	als	KOUS	als	_	CM	26
21	sie	sie	PPER	Sie	acc|pl|fem|3	OA	26
22	dadurch	dadurch	PAV	dadurch	_	MO	26
23	zur	zur	APPRART	zur	dat|sg|fem	MO	26
24	Busse	Buße	NN	Buße	dat|sg|fem	NK	23
25	zu	zu	PTKZU	zu	_	PM	26
26	leiten	leiten	VVINF	leiten	_	CC	6
27	und	und	KON	und	_	CD	26
28	zu	zu	PTKZU	zu	_	PM	29
29	gewinnen	gewinnen	VVINF	gewinnen	_	CJ	27
30	.	.	SENT	.	_	--	29

1	Ferner	Ferner	ADV	fern	_	--	0
2	;	;	SENT	;	_	--	1

1	so	so	ADV	so	_	MO	2
2	greiffet	greifet	VVFIN	greifet	sg|3|pres|ind	--	0
3	auch	auch	ADV	auch	_	MO	5
4	die	die	ART	d	nom|sg|fem	NK	5
5	Weißheit	Weisheit	NN	Weisheit	nom|sg|fem	SB	2
6	des	des	ART	d	gen|sg|masc	NK	7
7	HErrn	Herrn	NN	Herr	gen|sg|masc	AG	5
8	etliche	etliche	PIAT	etlich	nom|pl|fem	NK	9
9	Seelen	Seelen	NN	Seele	acc|pl|fem	OA	2
10	hart	hart	ADJD	hart	pos	MO	2
11	an	an	PTKVZ	an	_	SVP	2
12	/	/	$,	/	_	--	11
13	entweder	entweder	KON	entweder	_	CD	34
14	durch	durch	APPR	durch	_	MO	34
15	aͤussere	äußere	ADJA	äußere	acc|pl|fem|pos	NK	16
16	Leiden	Leiden	NN	Leiden	acc|pl|fem	NK	14
17	/	/	$,	/	_	--	16
18	oder	oder	KON	oder	_	CD	14
19	durch	durch	APPR	durch	_	CJ	18
20	innere	innere	ADJA	innere	acc|pl|fem|pos	NK	24
21	starcke	starke	ADJA	stark	acc|pl|fem|pos	NK	24
22	Erschuͤtterung-Erschreckung-	Erschütterung-Erschreckung-	TRUNC	Erschütterung-Erschreckung-	_	CJ	23
23	und	und	KON	und	_	CD	24
24	Ruͤhrungen	Rührungen	NN	Rührungen	acc|pl|fem	NK	19
25	/	/	$,	/	_	--	24
26	im	im	APPRART	im	dat|sg|neut	MO	34
27	Gewissen	Gewissen	NN	Gewissen	dat|sg|neut	NK	26
28	/	/	$,	/	_	--	27
29	um	um	KOUI	um	_	CP	34
30	sie	sie	PPER	Sie	acc|*|*|3	OA	34
31	vom	vom	APPRART	vom	dat|sg|neut	MO	34
32	Verderben	Verderben	NN	verderben	dat|sg|neut	NK	31
33	zu	zu	PTKZU	zu	_	PM	34
34	erretten	erretten	VVINF	erretten	_	OC	2
35	/	/	$,	/	_	--	34
36	und	und	KON	und	_	CD	34
37	wie	wie	KOUS	wie	_	MO	44
38	einen	einen	ART	ein	acc|sg|masc	NK	39
39	Brand	Brand	NN	Brand	acc|sg|masc	OA	44
40	aus	aus	APPR	aus	_	MO	44
41	dem	dem	ART	d	dat|sg|neut	NK	42
42	Feuer	Feuer	NN	Feuer	dat|sg|neut	NK	40
43	zu	zu	PTKZU	zu	_	PM	44
44	ruͤcken	rücken	VVINF	rücken	_	CJ	36
45	.	.	SENT	.	_	--	44

1	Und	Und	KON	und	_	JU	3
2	hieher	hieher	ADV	hierher	_	MO	3
3	schicken	schicken	VVFIN	schicken	pl|3|pres|ind	--	0
4	sich	sich	PRF	er|es|sie	acc|pl|3	OA	3
5	gar	gar	ADV	gar	_	MO	6
6	wohl	wohl	ADV	wohl	_	MO	3
7	die	die	ART	d	nom|pl|fem	NK	9
8	bedencklichen	bedenklichen	ADJA	bedenklich	nom|pl|neut|pos	NK	9
9	Worte	Worte	NN	Wort	nom|pl|neut	SB	3
10	Elihu	Elihu	NE	Elihu	nom|sg|*	NK	9
11	/	/	$,	/	_	--	10
12	der	der	PRELS	d	nom|sg|masc	SB	14
13	da	da	ADV	da	_	MO	14
14	spricht	spricht	VVFIN	sprechen	sg|3|pres|ind	RC	10
15	:	:	SENT	:	_	--	14

1	Im	Im	APPRART	im	dat|sg|masc	MO	15
2	Traum	Traum	NN	Traum	dat|sg|masc	NK	1
3	des	des	ART	d	gen|sg|neut	NK	4
4	Gesichts	Gesichts	NN	Gesicht	gen|sg|neut	AG	2
5	in	in	APPR	in	_	MO	15
6	der	der	ART	d	dat|sg|fem	NK	7
7	Nacht	Nacht	NN	Nacht	dat|sg|fem	NK	5
8	/	/	$,	/	_	--	7
9	wann	wann	KOUS	wann	_	MO	15
10	der	der	ART	d	nom|sg|masc	NK	11
11	Schlaff	Schlaff	NN	Schlaf	nom|sg|masc	SB	15
12	auff	auf	APPR	auf	_	MO	15
13	die	die	ART	d	acc|pl|*	NK	14
14	Leute	Leute	NN	Leute	acc|pl|*	NK	12
15	faͤllt	fällt	VVFIN	fallen	sg|3|pres|ind	--	0
16	/	/	$,	/	_	--	15
17	wann	wann	KOUS	wann	_	MO	19
18	sie	sie	PPER	Sie	nom|pl|*|3	SB	19
19	schlaffen	schlaffen	ADJA	schlaff	pl|3|pres|ind	PAR	15
20	auff	auf	APPR	auf	_	MO	19
21	dem	dem	ART	d	dat|sg|neut	NK	22
22	Bette	Bette	NN	Bett	dat|sg|neut	NK	20
23	;	;	SENT	;	_	--	22

1	Da	Da	ADV	da	_	MO	2
2	oͤffnet	öffnet	VVFIN	öffnen	sg|3|pres|ind	--	0
3	GOtt	Gott	NE	Gott	nom|sg|masc	SB	2
4	das	das	ART	d	acc|sg|neut	NK	5
5	Ohr	Ohr	NN	Ohr	acc|sg|neut	OA	2
6	der	der	ART	d	gen|pl|masc	NK	7
7	Leute	Leute	NN	Leute	gen|pl|*	AG	5
8	/	/	$,	/	_	--	7
9	und	und	KON	und	_	CD	2
10	schrecket	schrecket	VVFIN	schrecket	sg|3|pres|ind	CJ	9
11	sie	sie	PPER	Sie	nom|sg|fem|3	SB	10
12	/	/	$,	/	_	--	11
13	und	und	KON	und	_	CD	10
14	zuͤchtiget	züchtiget	VVFIN	züchtiget	sg|3|pres|ind	CJ	13
15	sie	sie	PPER	Sie	nom|sg|fem|3	OA	14
16	;	;	SENT	;	_	--	15

1	Daß	Dass	KOUS	Dass	_	CP	8
2	er	er	PPER	er	nom|sg|masc|3	SB	8
3	den	den	ART	d	dat|pl|masc	NK	4
4	Menschen	Menschen	NN	Mensch	dat|pl|masc	DA	8
5	von	von	APPR	von	_	MNR	4
6	seinem	seinem	PPOSAT	sein	dat|sg|neut	NK	7
7	Vornehmen	Vornehmen	NN	Vornehmen	dat|sg|neut	NK	5
8	wende	wende	VVFIN	wenden	_	MO	11
9	/	/	$,	/	_	--	8
10	und	und	KON	und	_	CD	8
11	beschirme	beschirme	VVFIN	beschirme	sg|1|pres|ind	--	0
12	ihn	ihn	PPER	er	acc|sg|masc|3	OA	11
13	fuͤr	für	APPR	für	_	MO	11
14	Hoffart	Hoffart	NN	Hoffart	acc|sg|masc	NK	13
15	;	;	SENT	;	_	--	14

1	Und	Und	KON	und	_	JU	2
2	verschonet	verschonet	ADJD	verschont	sg|3|pres|ind	--	0
3	seiner	seiner	PPOSAT	sein	dat|sg|fem	NK	4
4	Seelen	Seelen	NN	Seele	acc|pl|fem	OA	2
