

1	PNC	CAPVT.	FM	CAPVT.	abbr	CAPVT.	2
24	--	?	SENT	?	punctuation	?	23

1	OA	Welches	PRELS	welch	word	Welches	10
2	MO	gegen	APPR	gegen	word	gegen	10
3	NK	denselben	PDS	derselbe	word	denselben	2
4	MO	mit	APPR	mit	word	mit	10
5	NK	aller	PIAT	all	word	aller	6
6	NK	Untertänigkeit	NN	Untertänigkeit	word	Unterthaͤnigkeit	4
7	CD	und	KON	und	word	und	6
8	NK	freudigen	ADJA	freudig	word	freudigen	9
9	CJ	Herzen	NN	Herz	word	Hertzen	7
10	--	bejahte	VVFIN	bejahen	word	bejahete	0
11	--	,	$,	,	punctuation	,	10
12	PG	von	APPR	von	word	von	21
13	NK	dem	ART	d	word	dem	12
14	MO	besaufen	ADJA	besaufen	word	Besauffen	22
15	MO	aber	ADV	aber	word	aber	22
16	MO	in	APPR	in	word	in	22
17	NK	Gegenwart	NN	Gegenwart	word	Gegenwart	16
18	AG	desselben	PDS	derselbe	word	desselben	17
19	MO	im	APPRART	im	word	im	22
20	NK	geringsten	NA	Geringste	word	geringsten	19
21	OA	nichts	PIS	nichts	word	nichts	22
22	CJ	meldete	VVFIN	melden	word	meldete	10
23	--	,	$,	,	punctuation	,	22
24	CD	sondern	KON	sondern	word	sondern	22
25	MO	mit	APPR	mit	word	mit	29
26	NK	Stillschweigen	NN	Stillschweigen	word	Stillschweigen	25
27	MO	vor	APPR	vor	word	vor	29
28	NK	diesmal	ADV	diesmal	word	dißmal	27
29	CJ	überging	VVFIN	überging	word	uͤbergieng	24
30	--	.	SENT	.	punctuation	.	29

1	SB	Es	PPER	es	word	Es	2
2	--	wurde	VAFIN	werden	word	wurde	0
3	MO	demnach	ADV	demnach	word	demnach	6
4	MO	zur	APPRART	zur	word	zur	6
5	NK	Tafel	NN	Tafel	word	Tafel	4
6	OC	aufgetragen	VVPP	auftragen	word	aufgetragen	2
7	CD	und	KON	und	word	und	2
8	SB	alles	PIS	all	word	alles	24
9	MO	kostbar	ADJD	kostbar	word	kostbar	10
10	MO	aufgesetzt	VVPP	aufsetzen	word	aufgesetzet	24
11	--	,	$,	,	punctuation	,	10
12	MO	so	ADV	so	word	so	23
13	CP	daß	KOUS	daß	word	daß	24
14	MO	an	APPR	an	word	an	23
15	NK	wohlschmeckenden	ADJA	wohlschmeckend	word	wohlschmeckenden	16
16	NK	Speisen	NN	Speise	word	Speisen	14
17	CD	und	KON	und	word	und	16
18	CJ	Getränken	NN	Getränk	word	Getraͤncken	17
19	OA	alles	PIS	all	word	alles	23
20	MO	in	APPR	in	word	in	23
21	NK	Überfluß	NN	Überfluß	word	Ueberfluß	20
22	PM	zu	PTKZU	zu	word	zu	23
23	OC	sehen	VVINF	sehen	word	sehen	24
24	CJ	war	VAFIN	sein	word	war	7
25	--	,	$,	,	punctuation	,	24
26	MO	wobei	KOUS	wobei	word	wobey	31
27	NK	mein	PPOSAT	mein	word	mein	29
28	NK	gnädiger	ADJA	gnädig	word	gnaͤdiger	29
29	OA	Regente	NN	Regente	word	Regente	31
30	MO	nachstehendes	ADJA	nachstehendes	word	nachstehendes	31
31	RE	erinnerte	VVFIN	erinnern	word	erinnerte	12
32	--	,	$,	,	punctuation	,	31
33	CP	daß	KOUS	daß	word	daß	42
34	DA	ihm	PPER	er	word	ihm	41
35	MO	nämlich	ADV	nämlich	word	nemlich	42
36	NK	ein	ART	ein	word	ein	38
37	NK	herrliches	ADJA	herrlich	word	herrliches	38
38	OA	Kunst-Stück	NN	Kunst-Stück	word	Kunst-Stuͤck	41
39	MO	vor	APPR	vor	word	vor	41
40	NK	Augen	NN	Auge	word	Augen	39
41	OC	stellen	VVINF	stellen	word	stellen	42
42	OC	sollte	VMFIN	sollen	word	solte	31
43	--	,	$,	,	punctuation	,	42
44	CD	und	KON	und	word	und	31
45	MO	zwar	ADV	zwar	word	zwar	55
46	OP	auf	APPR	auf	word	auf	55
47	NK	solche	PIAT	solch	word	solche	48
48	NK	Art	NN	Art	abbr	Art,	46
49	CP	daß	KOUS	daß	word	daß	55
50	OA	mich	PPER	ich	word	mich	55
51	OP	in	APPR	in	word	in	55
52	NK	ein	ART	ein	word	ein	54
53	NK	schönes	ADJA	schön	word	schoͤnes	54
54	NK	Pferd	NN	Pferd	word	Pferd	51
55	CJ	verwandeln	VVINF	verwandeln	word	verwandeln	44
56	--	,	$,	,	punctuation	,	55
57	CP	hinunter	ADV	hinunter	word	hinunter	61
58	MO	in	APPR	in	word	in	61
59	NK	den	ART	d	word	den	60
60	NK	Schloß-Hof	NN	Schloß-Hof	word	Schloß-Hof	58
61	MO	begeben	VVPP	begeben	word	begeben	55
62	--	,	$,	,	punctuation	,	61
63	CD	und	KON	und	word	und	61
64	MO	daselbst	ADV	daselbst	word	daselbsten	65
65	MO	unter	APPR	unter	word	unter	72
66	NK	diesem	PDAT	dies	word	diesem	67
67	NK	Bilde	NN	Bild	word	Bilde	65
68	NK	allerhand	PIAT	allerhand	word	allerhand	70
69	NK	lächerliche	ADJA	lächerliche	word	laͤcherliche	70
70	OA	Figuren	NN	Figur	word	Figuren	71
71	OC	vorstellen	VVINF	vorstellen	word	vorstellen	72
72	CJ	möchte	VMFIN	mögen	word	moͤchte	63
73	--	.	SENT	.	punctuation	.	72

1	CP	Nachdem	KOUS	nachdem	word	Nachdem	10
2	MO	nun	ADV	nun	word	nun	9
3	NK	die	ART	d	word	die	4
4	SB	Tafel	NN	Tafel	word	Tafel	10
5	MO	vorbei	PTKVZ	vorbei	word	vorbey	9
6	CD	und	KON	und	word	und	4
7	NK	ihre	PPOSAT	ihr	word	ihre	8
8	CJ	Endschaft	NN	Endschaft	word	Endschaft	6
9	OC	gewonnen	VVPP	gewinnen	word	gewonnen	10
10	MO	hatte	VAFIN	haben	word	hatte	12
11	--	,	$,	,	punctuation	,	10
12	--	ruffte	VVFIN	ruffte	word	ruffte	0
13	DA	mir	PPER	ich	word	mir	12
14	MO	alsbald	ADV	alsbald	word	alsbald	12
15	NK	mein	PPOSAT	mein	word	mein	17
16	NK	gnädiger	ADJA	gnädig	word	gnaͤdiger	17
17	OA	Herr	NN	Herr	word	Herr	12
18	SVP	zu	PTKVZ	zu	word	zu	12
19	--	,	$,	,	punctuation	,	18
20	MO	mit	APPR	mit	word	mit	12
21	NK	diesen	PDAT	dies	word	diesen	22
22	NK	Worten	NN	Wort	word	Worten	20
23	--	:	SENT	:	punctuation	:	22

1	SB	Allons	NE	Allons	word	Allons	5
2	--	,	$,	,	punctuation	,	1
3	CJ	Tunelli	NE	Tunelli	word	Tunelli	1
4	--	,	$,	,	punctuation	,	3
5	--	mache	VVFIN	machen	word	mache	0
6	OA	dich	PPER	du	word	dich	5
7	MO	fertig	ADJD	fertig	word	fertig	5
8	--	?	SENT	?	punctuation	?	7

1	MO	worauf	PWAVREL	worauf	word	worauf	8
2	MO	sogleich	ADV	sogleich	word	sogleich	8
3	NK	den	ART	d	word	den	5
4	NK	hohen	ADJA	hoch	word	hohen	5
5	DA	Willen	NN	Wille	word	Willen	8
6	OA	desselben	PDS	derselbe	word	desselben	8
7	PM	zu	PTKZU	zu	word	zu	8
8	OC	vollbringen	VVINF	vollbringen	word	vollbringen	9
9	--	trachtete	VVFIN	trachtete	word	trachtete	0
10	NK	meiner	PPOSAT	mein	word	meiner	11
11	OA	Wurzel	NN	Wurzel	word	Wurtzel	12
12	MO	zuruffte	VVFIN	zuruffte	word	zuruffte	9
13	--	:	SENT	:	punctuation	:	12

1	--	Wurzel	NN	Wurzel	word	Wurtzel	0
2	NK	Pferd	NN	Pferd	word	Pferd	1
3	--	;	SENT	;	punctuation	;	2

1	MO	allein	ADV	allein	word	allein	2
2	SB	es	PPER	es	word	es	3
3	--	wollte	VMFIN	wollen	word	wolte	0
4	NK	keine	PIAT	kein	word	keine	5
5	OA	Wurzel	NN	Wurzel	word	Wurtzel	6
6	OC	gehorsamen	VVINF	gehorsamen	word	gehorsamen	3
7	--	,	$,	,	punctuation	,	6
8	MO	worüber	PWAV	worüber	word	woruͤber	9
9	MO	anfänglich	ADJD	anfänglich	word	anfaͤnglich	11
10	MO	ziemlich	ADV	ziemlich	word	ziemlich	11
11	OC	erschrocken	VVFIN	erschrocken	word	erschrocken	3
12	--	,	$,	,	punctuation	,	11
13	CD	doch	ADV	doch	word	doch	3
14	MO	damit	PAV	damit	word	damit	15
15	OC	sehen	VVINF	sehen	word	sehen	16
16	CJ	möchte	VMFIN	mögen	word	moͤchte	13
17	--	,	$,	,	punctuation	,	16
18	OA	was	PWREL	was	word	was	24
19	EP	es	PPER	es	word	es	24
20	MO	vor	APPR	vor	word	vor	24
21	NK	eine	ART	ein	word	eine	22
22	NK	Bewandnis	NN	Bewandtnis	word	Bewandniß	20
23	MNR	hiermit	PAV	hiermit	word	hiermit	22
24	RE	habe	VAFIN	haben	word	habe	14
25	--	,	$,	,	punctuation	,	24
26	CP	daß	KOUS	daß	word	daß	33
27	MO	fürhin	ADV	fürhin	word	fuͤrhin	29
28	NK	diese	PDAT	dies	word	diese	29
29	SB	Wurzel	NN	Wurzel	word	Wurtzel	33
30	NK	keinen	PIAT	kein	word	keinen	31
31	OA	Gehorsam	NN	Gehorsam	word	Gehorsam	32
32	OC	zeigen	VVINF	zeigen	word	zeigen	33
33	RE	wolle	VMFIN	wollen	word	wolle	2
34	--	,	$,	,	punctuation	,	33
35	MO	so	ADV	so	word	so	36
36	CJ	suchte	VVFIN	suchen	word	suchte	24
37	MO	in	APPR	in	word	in	36
38	NK	allen	PIAT	all	word	allen	39
39	NK	Taschen	NN	Tasche	word	Taschen	37
40	--	,	$,	,	punctuation	,	39
41	CP	ob	KOUS	ob	word	ob	45
42	OA	sich	PRF	er|es|sie	word	sich	45
43	RE	dieselbe	PDS	derselbe	word	dieselbe	35
44	MO	etwa	ADV	etwa	word	etwa	45
45	MO	verkrochen	VVPP	verkrochen	word	verkrochen	36
46	--	;	SENT	;	punctuation	;	45

1	MO	allein	ADV	allein	word	allein	2
2	SB	ich	PPER	ich	word	ich	3
3	--	suchte	VVFIN	suchen	word	suchte	0
4	MO	hier	ADV	hier	word	hier	3
5	--	,	$,	,	punctuation	,	4
6	SB	ich	PPER	ich	word	ich	7
7	OC	suchte	VVFIN	suchen	word	suchte	3
8	SVP	dar	PTKVZ	dar	word	dar	7
9	--	,	$,	,	punctuation	,	8
10	CJ	konnte	VMFIN	können	word	konte	7
11	MO	aber	ADV	aber	word	aber	10
12	NK	keine	PIAT	kein	word	keine	13
13	OA	Wurzel	NN	Wurzel	word	Wurtzel	17
14	MO	mehr	ADV	mehr	word	mehr	13
15	MO	bei	APPR	bei	word	bey	17
16	NK	mir	PPER	ich	word	mir	15
17	OC	finden	VVINF	finden	word	finden	10
18	CD	und	KON	und	word	und	17
19	CJ	antreffen	VVINF	antreffen	word	antreffen	18
20	--	.	SENT	.	punctuation	.	19

1	NK	Hilf	VVIMP	helfen	word	Hilff	2
2	--	Himmel	NN	Himmel	word	Himmel	0
3	--	!	SENT	!	punctuation	!	2

1	SB	was	PWS	was	word	was	6
2	MNR	vor	APPR	vor	word	vor	1
3	NK	ein	ART	ein	word	ein	5
4	NK	großes	ADJA	groß	word	grosses	5
5	NK	Betrübnis	NN	Betrübnis	word	Betruͤbniß	2
6	--	entstunde	NN	entstunde	word	entstunde	0
7	NG	nicht	PTKNEG	nicht	word	nicht	6
8	MO	hierüber	PAV	hierüber	word	hieruͤber	16
9	MO	in	APPR	in	word	in	16
10	NK	meiner	PPOSAT	mein	word	meiner	11
11	NK	Seele	NN	Seele	word	Seele	9
12	--	,	$,	,	punctuation	,	11
13	CP	daß	KOUS	daß	word	daß	15
14	OA	dieselbe	PDS	derselbe	word	dieselbe	15
15	RE	verloren	VVPP	verlieren	word	verlohren	8
16	OC	gegangen	VVPP	gehen	word	gegangen	6
17	--	!	SENT	!	punctuation	!	16

1	--	versetzte	VVFIN	versetzen	word	versetzte	0
2	MO	einmal	ADV	einmal	word	einmal	1
3	OP	über	APPR	über	word	uͤber	1
4	NK	das	ART	d	word	das	6
5	NK	andere	ADJA	ander	word	andere	6
6	NK	Wurzel	NN	Wurzel	word	Wurtzel	3
7	NK	Pferd	NN	Pferd	word	Pferd	6
8	--	!	SENT	!	punctuation	!	7

1	--	auf	APPR	auf	word	au	0
2	NK	weh	ADJD	weh	word	weh	3
3	NK	Wurzel	NN	Wurzel	word	Wurtzel	1
4	NK	Pferd	NN	Pferd	word	Pferd	3
5	--	!	SENT	!	punctuation	!	4

1	MO	Allein	ADV	allein	word	Allein	2
2	SB	es	PPER	es	word	es	3
3	--	wollte	VMFIN	wollen	word	wolte	0
4	MO	noch	ADV	noch	word	noch	3
5	CM	wie	KOKOM	wie	word	wie	6
6	MO	zuvor	ADV	zuvor	word	zuvor	11
7	NK	keine	PIAT	kein	word	keine	8
8	OA	Wurzel	NN	Wurzel	word	Wurtzel	11
9	NK	einiges	PIAT	einig	word	einiges	10
10	AG	Gehör	NN	Gehör	word	Gehoͤr	8
11	OC	geben	VVINF	geben	word	geben	3
12	--	.	SENT	.	punctuation	.	11

1	NK	Der	ART	d	word	Der	2
2	SB	Kaiser	NN	Kaiser	word	Kayser	8
3	--	,	$,	,	punctuation	,	2
4	MO	als	KOUS	als	word	als	6
5	NK	solches	PIS	solch	word	solches	4
6	RC	sah	VVFIN	sehen	word	sahe	2
7	--	,	$,	,	punctuation	,	6
8	--	stunde	NN	Stunde	word	stunde	0
9	MO	in	APPR	in	word	in	8
10	NK	denen	ART	d	word	denen	11
11	NK	Gedanken	NN	Gedanke	word	Gedancken	9
12	--	,	$,	,	punctuation	,	11
13	SB	ich	PPER	ich	word	ich	14
14	OC	würde	VAFIN	werden	word	wuͤrde	8
15	NK	seinen	PPOSAT	sein	word	seinen	16
16	OA	Befehl	NN	Befehl	word	Befehl	18
17	NG	nicht	PTKNEG	nicht	word	nicht	19
18	OC	respektieren	VVINF	respektieren	word	respectiren	19
19	OC	wollen	VMFIN	wollen	word	wollen	14
20	--	,	$,	,	punctuation	,	19
21	CJ	antwortete	VVFIN	antworten	word	antwortete	14
22	--	:	SENT	:	punctuation	:	21

1	APP	Tunelli	NE	Tunelli	word	Tunelli	3
2	--	,	$,	,	punctuation	,	1
3	SB	was	PWS	was	word	was	4
4	--	ist	VAFIN	sein	word	ist	0
5	SB	es	PPER	es	word	es	4
6	--	,	$,	,	punctuation	,	5
7	CP	daß	KOUS	daß	word	daß	12
8	SB	du	PPER	du	word	du	12
9	NK	meinen	PPOSAT	mein	word	meinen	10
10	OA	Willen	NN	Wille	word	Willen	12
11	NG	nicht	PTKNEG	nicht	word	nicht	12
12	RE	erfüllest	VVFIN	erfüllest	word	erfuͤllest	5
13	--	?	SENT	?	punctuation	?	12

1	MO	Worauf	PWAV	worauf	word	Worauf	2
2	--	demselben	PDAT	derselbe	word	demselben	0
3	MO	augenblicklich	ADJD	augenblicklich	word	augenblicklich	2
4	MO	mit	APPR	mit	word	mit	2
5	NK	großem	ADJA	groß	word	grossem	6
6	NK	Betrüben	NN	Betrüben	word	Betruͤben	4
7	CD	und	KON	und	word	und	6
8	NK	ängstlichen	ADJA	ängstlich	word	aͤngstlichen	9
9	CJ	Seufzen	NN	Seufzen	word	Seufzen	7
10	NK	die	ART	d	word	die	11
11	OA	Antwort	NN	Antwort	word	Antwort	12
12	MO	erteilte	VVFIN	erteilen	word	ertheilete	2
13	--	,	$,	,	punctuation	,	12
14	CP	daß	KOUS	daß	word	daß	17
15	NK	meine	PPOSAT	mein	word	meine	16
16	SB	Kunst	NN	Kunst	word	Kunst	17
17	OC	verloren	VVPP	verlieren	word	verlohren	12
18	NK	ganzen	ADJA	ganz	word	gangen	27
19	--	,	$,	,	punctuation	,	18
20	MO	mit	APPR	mit	word	mit	17
21	NK	dem	ART	d	word	dem	23
22	NK	beigefügten	ADJA	beigefügten	word	beygefuͤgten	23
23	NK	Zusatze	NN	Zusatze	word	Zusatze	20
24	--	,	$,	,	punctuation	,	23
25	CP	daß	KOUS	daß	word	daß	39
26	DA	mir	PPER	ich	word	mir	38
27	OA	Zweifels	NN	Zweifel	word	Zweifels	38
28	MO	ohne	APPR	ohne	word	ohne	38
29	NK	einer	ART	ein	word	einer	28
30	SBP	von	APPR	von	word	von	38
31	NK	seinen	PPOSAT	sein	word	seinen	32
32	NK	Bedienten	NA	Bediente	word	Bedienten	30
33	SB	dieselbe	PDS	derselbe	word	dieselbe	39
34	MO	in	APPR	in	word	in	38
35	NK	der	ART	d	word	der	36
36	NK	Betrunckenheit	NN	Betrunckenheit	word	Betrunckenheit	34
37	MO	hinweg	ADV	hinweg	word	hinweg	38
38	OC	genommen	VVPP	nehmen	word	genommen	39
39	OC	habe	VAFIN	haben	word	habe	23
40	--	,	$,	,	punctuation	,	39
41	CJ	schrie	VVFIN	schreien	word	schrie	39
42	--	:	SENT	:	punctuation	:	41

1	--	auf	APPR	auf	word	au	0
2	NK	weh	ADJD	weh	word	weh	1
3	--	!	SENT	!	punctuation	!	2

1	NK	meine	PPOSAT	mein	word	meine	2
2	--	Wurzel	NN	Wurzel	word	Wurtzel	0
3	--	!	SENT	!	punctuation	!	2

1	NK	meine	PPOSAT	mein	word	meine	2
2	--	Wurzel	NN	Wurzel	word	Wurtzel	0
3	--	!	SENT	!	punctuation	!	2

1	SB	Währender	NN	Währender	word	Waͤhrender	17
2	NK	solcher	PIAT	solch	word	solcher	4
3	NK	traurigen	ADJA	traurig	word	traurigen	4
4	AG	Begebenheit	NN	Begebenheit	word	Begebenheit	1
5	MO	aber	ADV	aber	word	aber	6
6	OC	gefunden	VVPP	finden	word	funden	1
7	OA	sich	PRF	er|es|sie	word	sich	17
8	SB	etliche	PIAT	etlich	word	etliche	17
9	AG	derer	ART	d	word	derer	10
10	AG	Bedienten	NA	Bediente	word	Bedienten	8
11	NK	meines	PPOSAT	mein	word	meines	13
12	NK	gnädigen	ADJA	gnädig	word	gnaͤdigen	13
13	AG	Herrn	NN	Herr	word	Herrn	8
14	SVP	ein	PTKVZ	ein	word	ein	8
15	--	,	$,	,	punctuation	,	14
16	OA	welche	PRELS	welch	word	welche	17
17	--	vorgaben	VVFIN	vorgeben	word	vorgaben	0
18	--	,	$,	,	punctuation	,	17
19	CP	daß	KOUS	daß	word	daß	27
20	MO	nur	ADV	nur	word	nur	21
21	MO	bis	KON	bis	word	bis	27
22	NK	anher	ADV	anher	word	anhero	21
23	NK	dem	ART	d	word	dem	24
24	DA	Kaiser	NN	Kaiser	word	Kayser	27
25	NK	eine	ART	ein	word	eine	26
26	OA	Verblendung	NN	Verblendung	word	Verblendung	27
27	OC	vorgemacht	VVPP	vorgemacht	word	vorgemacht	17
28	--	,	$,	,	punctuation	,	27
29	CD	und	KON	und	word	und	17
30	CJ	sei	VAFIN	sein	word	sey	29
31	MO	nunmehr	ADV	nunmehr	word	nunmehro	30
32	NK	die	ART	d	word	die	33
33	SB	Zeit	NN	Zeit	word	Zeit	30
34	SVP	um	PTKVZ	um	word	um	30
35	--	,	$,	,	punctuation	,	34
36	CP	daß	KOUS	daß	word	daß	43
37	SB	nichts	PIS	nichts	word	nichts	43
38	MO	mehr	ADV	mehr	word	mehr	37
39	MO	hiervon	PAV	hiervon	word	hiervon	42
40	CVC	zu	APPR	zu	word	zu	42
41	NK	Werke	NN	Werk	word	Wercke	40
42	OC	bringen	VVINF	bringen	word	bringen	43
43	OC	könne	VMFIN	können	word	koͤnne	26
44	--	,	$,	,	punctuation	,	43
45	PD	kurz	ADJD	kurz	word	kurtz	30
46	--	,	$,	,	punctuation	,	45
47	SB	es	PPER	es	word	es	48
48	CJ	sei	VAFIN	sein	word	sey	30
49	SB	dieses	PDS	dies	word	dieses	48
50	MO	mit	APPR	mit	word	mit	59
51	NK	der	ART	d	word	der	52
52	NK	Wurzel	NN	Wurzel	word	Wurtzel	50
53	MO	nur	ADV	nur	word	nur	56
54	NK	ein	ART	ein	word	ein	56
55	NK	fälschliches	ADJA	fälschliches	word	faͤlschliches	56
56	PD	Vorgeben	NN	Vorgeben	word	Vorgeben	59
57	PG	von	APPR	von	word	von	56
58	NK	mir	PPER	ich	word	mir	57
59	OC	gewesen	VAPP	sein	word	gewesen	48
60	--	.	SENT	.	punctuation	.	59

1	NK	Der	ART	d	word	Der	2
2	SB	Kaiser	NN	Kaiser	word	Kayser	8
3	--	,	$,	,	punctuation	,	2
4	MO	als	KOUS	als	word	als	6
5	NK	solches	PIS	solch	word	solches	4
6	PAR	vernommen	VVPP	vernehmen	word	vernommen	2
7	--	,	$,	,	punctuation	,	6
8	--	wurde	VAFIN	werden	word	wurde	0
9	MO	über	APPR	über	word	uͤber	8
10	NK	dieser	PDAT	dies	word	dieser	11
11	NK	Rede	NN	Rede	word	Rede	9
12	MO	sehr	ADV	sehr	word	sehr	13
13	PD	zornig	ADJD	zornig	word	zornig	8
14	CD	und	KON	und	word	und	8
15	CJ	ergrimmet	VVPP	ergrimmet	word	ergrimmet	14
16	--	,	$,	,	punctuation	,	15
17	CP	daß	KOUS	daß	word	daß	28
18	DA	ihm	PPER	er	word	ihm	28
19	MO	bis	APPR	bis	word	bis	28
20	NK	anher	ADV	anher	word	anhero	19
21	MO	nur	ADV	nur	word	nur	24
22	NK	eine	ART	ein	word	eine	24
23	NK	blaue	ADJA	blau	word	blaue	24
24	OA	Dunst	NN	Dunst	word	Dunst	28
25	MO	vor	APPR	vor	word	vor	28
26	NK	die	ART	d	word	die	27
27	NK	Augen	NN	Auge	word	Augen	25
28	OC	gemalt	VVPP	malen	word	gemahlet	15
29	--	,	$,	,	punctuation	,	28
30	MO	befahl	VVFIN	befehlen	word	befahl	67
31	MO	von	APPR	von	word	von	30
32	NK	Stunde	NN	Stunde	word	Stund	31
33	SVP	an	PTKVZ	an	word	an	30
34	--	,	$,	,	punctuation	,	33
35	CP	daß	KOUS	daß	word	daß	47
36	MO	augenblicklich	ADJD	augenblicklich	word	augenblicklich	47
37	NK	seinem	PPOSAT	sein	word	seinem	39
38	NK	kaiserlichen	ADJA	kaiserlich	word	Kayserlichen	39
39	DA	Hof	NN	Hof	word	Hof	40
40	OC	räumen	VVINF	räumen	word	raͤumen	47
41	CD	und	KON	und	word	und	40
42	NK	diesen	PDAT	dies	word	diesen	43
43	OA	Pallast	NN	Palast	word	Pallast	46
44	MO	keineswegs	ADV	keineswegs	word	keinesweges	46
45	MO	wieder	ADV	wieder	word	wieder	46
46	CJ	betreten	VVINF	betreten	word	betreten	41
47	OC	solle	VMFIN	sollen	word	solle	30
48	--	,	$,	,	punctuation	,	47
49	NK	welchem	PRELAT	welch	word	welchem	51
50	NK	strengen	ADJA	streng	word	strengen	51
51	OA	Befehle	NN	Befehl	word	Befehle	66
52	MO	auch	ADV	auch	word	auch	54
53	MO	alsobald	ADV	alsbald	word	alsobald	54
54	MNR	gehorsamen	VVINF	gehorsamen	word	gehorsamen	51
55	CD	und	KON	und	word	und	54
56	CJ	unter	APPR	unter	word	unter	55
57	NK	großer	ADJA	groß	word	grosser	58
58	NK	Weh-Klagen	NN	Weh-Klagen	word	Weh-Klagen	56
59	--	,	$,	,	punctuation	,	58
60	CJ	Seufzen	NN	Seufzen	word	Seufzen	58
61	CD	und	KON	und	word	und	60
62	CJ	Herzeleid	NN	Herzeleid	word	Hertzeleid	61
63	MO	von	APPR	von	word	von	66
64	NK	diesem	PDAT	dies	word	diesem	65
65	NK	Hofe	NN	Hof	word	Hofe	63
66	OC	entfernen	VVINF	entfernen	word	entfernen	67
67	MO	mußte	VMFIN	müssen	word	muste	28
68	--	.	SENT	.	punctuation	.	67

1	SB	Unterweges	NE	Unterweges	word	Unterweges	6
2	MO	nun	ADV	nun	word	nun	6
3	--	,	$,	,	punctuation	,	2
4	CP	als	KOKOM	als	word	als	6
5	MO	so	ADV	so	word	so	6
6	RE	fortwanderte	ADJA	fortwanderte	word	fortwanderte	17
7	--	,	$,	,	punctuation	,	6
8	CD	weder	KON	weder	word	weder	9
9	SB	Geld	NN	Geld	word	Geld	12
10	CD	noch	KON	noch	word	noch	9
11	CJ	Wurzel	NN	Wurzel	word	Wurtzel	10
12	CD	mehr	ADV	mehr	word	mehr	6
13	MO	bei	APPR	bei	word	bey	15
14	NK	mir	PPER	ich	word	mir	13
15	CC	führte	VVFIN	führen	word	fuͤhrete	12
16	--	,	$,	,	punctuation	,	15
17	MO	so	ADV	so	word	so	18
18	--	ruffte	ADJA	ruffte	word	ruffte	0
19	MO	immer	ADV	immer	word	immer	21
20	MO	ganz	ADV	ganz	word	gantz	21
21	MO	ängstlich	ADJD	ängstlich	word	aͤngstlich	18
22	CD	und	KON	und	word	und	21
23	CJ	ohne	APPR	ohne	word	ohne	22
24	NK	Aufhören	NN	Aufhören	word	Aufhoͤren	23
25	--	:	SENT	:	punctuation	:	24

1	NK	Ach	ITJ	ach	word	ach	2
2	--	Wurzel	NN	Wurzel	word	Wurtzel	0
3	--	!	SENT	!	punctuation	!	2

1	NK	Ach	ITJ	ach	word	ach	3
2	NK	meine	PPOSAT	mein	word	meine	3
3	--	Wurzel	NN	Wurzel	word	Wurtzel	0
4	--	!	SENT	!	punctuation	!	3

1	NK	welches	PRELS	welch	word	welches	2
2	OA	Grämen	NE	Grämen	word	Graͤmen	11
3	CD	und	KON	und	word	und	2
4	CJ	Wehklagen	NN	Wehklage	word	Wehklagen	3
5	MO	aber	ADV	aber	word	aber	11
6	MO	zu	APPR	zu	word	zu	11
7	NK	der	ART	d	word	der	8
8	NK	Sache	NN	Sache	word	Sache	6
9	MNR	selbst	PRF	selbst	word	selbsten	8
10	OA	nichts	PIS	nichts	word	nichts	11
11	--	geholfen	VVPP	helfen	word	geholffen	0
12	--	,	$,	,	punctuation	,	11
13	CD	sondern	KON	sondern	word	sondern	11
14	MO	in	APPR	in	word	in	25
15	NK	größter	ADJA	groß	word	groͤster	16
16	NK	Traurigkeit	NN	Traurigkeit	word	Traurigkeit	14
17	CD	und	KON	und	word	und	16
18	CJ	Betrübnis	NN	Betrübnis	word	Betruͤbniß	17
19	NK	meine	PPOSAT	mein	word	meine	20
20	OA	Reise	NN	Reise	word	Reise	24
21	CD	und	KON	und	word	und	20
22	CJ	Wanderschaft	NN	Wanderschaft	word	Wanderschaft	21
23	MO	weiter	ADV	weit	word	weiter	24
24	OC	fortsetzen	VVINF	fortsetzen	word	fortsetzen	25
25	CJ	mußte	VMFIN	müssen	word	muste	13
26	--	.	SENT	.	punctuation	.	25

1	PNC	CAPVT.	FM	CAPVT.	abbr	CAPVT.	2
2	--	VII	CARD	VII	word	VII	0
3	--	.	SENT	.	punctuation	.	2

1	MO	Wie	PWAV	wie	word	Wie	7
2	NK	dieser	PDAT	dies	word	dieser	3
3	SB	Schneiders-Geselle	NN	Schneiders-Geselle	word	Schneiders-Geselle	7
4	NK	seine	PPOSAT	sein	word	seine	5
5	OA	Wanderschaft	NN	Wanderschaft	word	Wanderschaft	7
6	MO	weiter	ADV	weit	word	weiter	7
7	MO	fortsetzet	VVFIN	fortsetzet	word	fortsetzet	14
8	--	,	$,	,	punctuation	,	7
9	MO	nahe	ADV	nahe	word	nahe	14
10	MO	an	APPR	an	word	an	14
11	NK	die	ART	d	word	die	13
12	NK	Siberische	ADJA	Siberische	word	Siberische	13
13	NK	Grenzen	NN	Grenze	word	Grentzen	10
14	--	gelanget	VVPP	gelangen	word	gelanget	0
15	--	,	$,	,	punctuation	,	14
16	MO	in	APPR	in	word	in	23
17	NK	einem	ART	ein	word	einem	18
18	NK	Gasthofe	NN	Gasthofe	word	Gasthofe	16
19	SBP	von	APPR	von	word	von	23
20	NK	einem	ART	ein	word	einem	21
21	NK	Gespenste	NN	Gespenst	word	Gespenste	19
